Character,Radical,CharFreq,Radicals,ChatGPT_Token_IDs
兹,八,21.0963,"['丷', '八']","[17739, 117]"
袋,衣,117.5358,"['衣', '衤']","[164, 95, 233]"
酩,酉,0.6963,['酉'],"[165, 227, 102]"
楞,木,2.9728,['木'],"[162, 13945]"
乎,丿,244.9383,"['丿', '乀', '乁']","[20046, 236]"
怵,忄,0.2963,"['心', '忄']","[45250, 113]"
诏,讠,0.4247,"['讠', '言']","[46237, 237]"
龇,齿,0.2864,"['齿', '齒']","[11737, 229]"
级,纟,624.6667,"['糸', '纟']","[163, 118, 100]"
痒,疒,28.0148,['疒'],"[163, 245, 240]"
昊,日,2.7358,['日'],"[23626, 232]"
萍,艹,9.763,['艹'],"[164, 238, 235]"
霹,雨,5.6889,['雨'],"[165, 250, 117]"
则,刂,165.921,"['刂', '刀']","[26344, 247]"
敛,攵,6.3852,"['攴', '攵']","[46763, 249]"
殒,歹,0.3605,['歹'],"[162, 106, 240]"
蒲,艹,9.037,['艹'],"[164, 240, 110]"
苔,艹,3.358,['艹'],"[164, 233, 242]"
哺,口,2.6617,"['囗', '口']","[161, 241, 118]"
颜,页,89.921,"['頁', '页']","[165, 95, 250]"
熬,灬,73.7284,"['火', '灬']","[163, 228, 105]"
裹,衣,19.3778,"['衣', '衤']","[32518, 117]"
哇,口,204.4444,"['囗', '口']","[161, 241, 229]"
澡,氵,68.5333,"['氺', '水', '氵']","[162, 122, 94]"
跻,足,0.7901,['足'],"[164, 115, 119]"
棱,木,3.1556,['木'],"[162, 96, 109]"
尴,尢,22.1136,"['尣', '尢', '兀']","[22887, 112]"
慧,心,47.7827,"['心', '忄']","[162, 227, 100]"
滨,氵,22.7111,"['氺', '水', '氵']","[162, 119, 101]"
桁,木,0.084,['木'],"[162, 94, 223]"
卒,十,2.1975,['十'],"[39355, 240]"
腕,月,12.9877,['月'],"[164, 227, 243]"
擀,扌,2.1926,"['扌', '手']","[162, 241, 222]"
拎,扌,6.8296,"['扌', '手']","[162, 233, 236]"
胴,月,0.158,['月'],"[47797, 112]"
伽,亻,9.916,"['人', '亻']","[27670, 121]"
璀,王,25.3679,"['王', '玉']","[163, 240, 222]"
慷,忄,5.9259,"['心', '忄']","[162, 227, 115]"
瘸,疒,2.6173,['疒'],"[163, 246, 116]"
糅,米,0.2716,['米'],"[163, 111, 227]"
剜,刂,0.1679,"['刂', '刀']","[30298, 250]"
贻,贝,0.4346,"['貝', '贝']","[164, 112, 119]"
垃,土,46.4148,['土'],"[161, 252, 225]"
窟,穴,7.0222,['穴'],"[163, 103, 253]"
弗,弓,38.9877,['弓'],"[28156, 245]"
孪,子,0.6025,['子'],"[27764, 103]"
匝,匚,0.5383,['匚'],"[44293, 251]"
飚,风,2.4543,"['风', '風']","[45617, 248]"
凰,几,17.6741,['几'],"[49035, 108]"
岚,山,6.0543,['山'],"[161, 110, 248]"
巻,己,0.1827,['己'],"[32432, 119]"
崴,山,1.4716,['山'],"[161, 112, 112]"
菅,艹,0.4346,['艹'],"[164, 237, 227]"
鳄,魚,7.1753,"['鱼', '魚']","[165, 111, 226]"
诤,讠,0.1679,"['讠', '言']","[46237, 97]"
潘,氵,13.516,"['氺', '水', '氵']","[162, 121, 246]"
询,讠,26.242,"['讠', '言']","[46237, 95]"
狐,犭,28.4741,"['犬', '犭']","[45379, 238]"
敖,攵,1.7383,"['攴', '攵']","[46763, 244]"
眛,目,0.0296,['目'],"[40367, 249]"
矢,矢,3.2988,['矢'],"[163, 253, 95]"
耷,耳,0.3951,['耳'],"[32003, 115]"
亿,亻,52.8148,"['人', '亻']","[12859, 123]"
悟,忄,49.0222,"['心', '忄']","[162, 224, 253]"
扒,扌,10.0988,"['扌', '手']","[33699, 240]"
瞻,目,2.7753,['目'],"[163, 252, 119]"
蘸,艹,3.2691,['艹'],"[164, 246, 116]"
馋,饣,7.6691,"['飠', '饣', '食']","[165, 99, 233]"
衙,行,0.6963,['行'],"[26193, 247]"
阪,阝,2.0444,"['邑', '阜', '阝']","[165, 246, 103]"
拄,扌,1.1506,"['扌', '手']","[162, 233, 226]"
丛,一,12.6074,['一'],"[10310, 249]"
荤,艹,3.8963,['艹'],"[164, 235, 97]"
癞,疒,1.3679,['疒'],"[163, 247, 252]"
疱,疒,1.3975,['疒'],"[163, 244, 109]"
龌,齿,1.9309,"['齿', '齒']","[11737, 234]"
材,木,76.2617,['木'],"[30266, 238]"
瞄,目,8.6815,['目'],"[163, 252, 226]"
黝,黑,0.3951,"['黑', '黒']","[165, 119, 251]"
冢,冖,0.9235,['冖'],"[37863, 95]"
株,木,4.716,['木'],"[43718, 103]"
哐,口,0.642,"['囗', '口']","[161, 241, 238]"
叽,口,5.758,"['囗', '口']","[20998, 121]"
喝,口,508.8444,"['囗', '口']","[161, 244, 251]"
攫,扌,0.3901,"['扌', '手']","[162, 242, 104]"
垦,土,1.5407,['土'],"[161, 252, 99]"
缭,纟,3.7827,"['糸', '纟']","[163, 120, 255]"
耿,耳,3.8914,['耳'],"[32003, 123]"
璞,王,0.8988,"['王', '玉']","[163, 240, 252]"
涛,氵,12.8691,"['氺', '水', '氵']","[162, 114, 249]"
诶,讠,26.6222,"['讠', '言']","[46237, 114]"
嗬,口,0.9086,"['囗', '口']","[161, 245, 105]"
禾,禾,3.8272,['禾'],"[163, 99, 122]"
瑞,王,75.6741,"['王', '玉']","[163, 239, 252]"
琦,王,3.7037,"['王', '玉']","[49426, 99]"
杪,木,0.1284,['木'],"[30266, 103]"
晟,日,3.8716,['日'],"[162, 247, 253]"
哦,口,968.9531,"['囗', '口']","[161, 241, 99]"
啵,口,5.7432,"['囗', '口']","[161, 243, 113]"
诞,讠,95.9901,"['讠', '言']","[46237, 252]"
萤,艹,2.3259,['艹'],"[164, 238, 97]"
块,土,188.5926,['土'],"[161, 251, 245]"
籍,⺮,19.7235,"['⺮', '竹']","[163, 109, 235]"
吱,口,5.1951,"['囗', '口']","[28938, 109]"
懈,忄,17.3284,"['心', '忄']","[162, 229, 230]"
鳌,鱼,0.8444,"['鱼', '魚']","[165, 111, 234]"
蛾,虫,3.2,['虫'],"[164, 249, 122]"
炙,火,2.2025,"['火', '灬']","[163, 224, 247]"
釜,金,1.8963,"['钅', '金']","[34932, 250]"
虐,虍,26.0889,['虍'],"[164, 247, 238]"
腊,月,26.8642,['月'],"[164, 227, 232]"
辄,车,1.0815,"['车', '車']","[164, 122, 226]"
芦,艹,14.6914,['艹'],"[164, 232, 99]"
迈,辶,39.679,['辶'],"[32573, 230]"
驷,马,0.158,"['馬', '马']","[165, 102, 115]"
纂,糸,0.1728,"['糸', '纟']","[163, 118, 224]"
碗,石,66.1926,['石'],"[163, 95, 245]"
砝,石,0.237,['石'],"[163, 254, 251]"
躬,身,5.363,['身'],"[164, 118, 105]"
勺,勹,15.9358,['勹'],"[47947, 118]"
坝,土,4.6074,['土'],"[161, 251, 251]"
犒,牜,2.8593,"['牜', '牛']","[163, 232, 240]"
躺,身,70.6963,['身'],"[164, 118, 118]"
裘,衣,1.684,"['衣', '衤']","[32518, 246]"
仄,人,0.6074,"['人', '亻']","[20015, 226]"
携,扌,23.5457,"['扌', '手']","[162, 238, 118]"
剿,刂,24.7605,"['刂', '刀']","[30298, 123]"
谚,讠,1.3284,"['讠', '言']","[164, 108, 248]"
俄,亻,47.1407,"['人', '亻']","[46479, 226]"
绦,纟,0.1432,"['糸', '纟']","[163, 119, 99]"
娄,米,1.8519,['米'],"[161, 101, 226]"
骡,马,1.9802,"['馬', '马']","[165, 103, 94]"
妈,女,990.7012,['女'],"[36685, 230]"
酝,酉,3.3383,['酉'],"[165, 227, 251]"
悃,忄,0.1333,"['心', '忄']","[162, 224, 225]"
沫,氵,13.4123,"['氺', '水', '氵']","[162, 110, 104]"
阀,门,1.8963,"['門', '门']","[165, 246, 222]"
筐,⺮,2.0049,"['⺮', '竹']","[163, 255, 238]"
彭,彡,14.8198,['彡'],"[37605, 255]"
笆,⺮,1.1062,"['⺮', '竹']","[163, 105, 228]"
掷,扌,4.8889,"['扌', '手']","[162, 236, 115]"
湖,氵,130.6864,"['氺', '水', '氵']","[162, 117, 244]"
飓,风,2.963,"['风', '風']","[45617, 241]"
鸥,鸟,3.3926,"['鳥', '鸟']","[165, 116, 98]"
缀,纟,5.7284,"['糸', '纟']","[163, 120, 222]"
踢,足,34.4889,['足'],"[164, 116, 95]"
霍,雨,39.7333,['雨'],"[165, 250, 235]"
慨,忄,30.9827,"['心', '忄']","[162, 227, 101]"
尤,尢,50.5531,"['尣', '尢', '兀']","[22887, 97]"
魁,鬼,6.637,['鬼'],"[165, 255, 223]"
廷,廴,10.0889,['廴'],"[161, 119, 115]"
鹦,鸟,2.716,"['鳥', '鸟']","[165, 117, 99]"
辙,车,4.8049,"['车', '車']","[164, 122, 247]"
亭,亠,8.5185,['亠'],"[12859, 255]"
戮,戈,9.9457,['戈'],"[22755, 106]"
蝌,虫,0.7605,['虫'],"[164, 251, 234]"
源,氵,153.7728,"['氺', '水', '氵']","[162, 118, 238]"
锭,钅,0.3556,"['钅', '金']","[165, 242, 255]"
晏,日,1.5506,['日'],"[162, 247, 237]"
炽,火,2.3654,"['火', '灬']","[163, 224, 121]"
猢,犭,0.0444,"['犬', '犭']","[163, 234, 95]"
葡,艹,30.8741,['艹'],"[164, 239, 94]"
孢,子,0.7062,['子'],"[27764, 95]"
竺,⺮,1.042,"['⺮', '竹']","[44165, 118]"
胰,月,1.9556,['月'],"[47797, 108]"
阜,阜,1.8864,"['邑', '阜', '阝']","[165, 246, 250]"
庵,广,1.2889,['广'],"[41753, 113]"
臀,月,12.1086,['月'],"[164, 229, 222]"
剌,刂,0.7062,"['刂', '刀']","[30298, 234]"
贿,贝,5.7827,"['貝', '贝']","[164, 112, 123]"
岐,山,1.516,['山'],"[161, 110, 238]"
嘹,口,0.5827,"['囗', '口']","[161, 246, 117]"
吴,口,54.2914,"['囗', '口']","[28938, 112]"
寇,宀,23.0469,['宀'],"[43380, 229]"
宦,宀,0.3852,['宀'],"[22522, 99]"
梁,木,31.1111,['木'],"[162, 95, 223]"
棠,木,2.3358,['木'],"[162, 96, 254]"
姬,女,12.6222,['女'],"[34650, 105]"
轧,车,1.3383,"['车', '車']","[164, 121, 100]"
枸,木,4.7309,['木'],"[162, 252, 116]"
蜻,虫,1.2296,['虫'],"[164, 250, 119]"
殡,歹,1.8025,['歹'],"[162, 106, 94]"
喀,口,3.4025,"['囗', '口']","[161, 244, 222]"
缪,纟,2.5235,"['糸', '纟']","[163, 120, 103]"
狰,犬,0.8593,"['犬', '犭']","[45379, 108]"
每,母,964.1481,"['毋', '母']","[162, 107, 237]"
玫,王,34.8494,"['王', '玉']","[163, 236, 104]"
旭,日,6.8691,['日'],"[33768, 255]"
怅,忄,6.6272,"['心', '忄']","[45250, 227]"
伺,亻,5.5309,"['人', '亻']","[27670, 118]"
犄,牜,0.4049,"['牜', '牛']","[163, 232, 226]"
睇,目,65.916,['目'],"[163, 251, 229]"
搪,扌,0.8,"['扌', '手']","[162, 238, 103]"
甥,生,9.7679,['生'],"[18796, 98]"
撅,扌,1.3235,"['扌', '手']","[162, 240, 227]"
瘠,疒,0.479,['疒'],"[163, 246, 254]"
攘,扌,1.7531,"['扌', '手']","[162, 242, 246]"
侈,亻,16.1827,"['人', '亻']","[160, 122, 230]"
蛹,虫,0.6469,['虫'],"[164, 249, 117]"
佗,亻,0.3704,"['人', '亻']","[19526, 245]"
赭,赤,0.0741,['赤'],"[164, 113, 255]"
蕉,艹,22.5975,['艹'],"[164, 243, 231]"
泅,氵,0.158,"['氺', '水', '氵']","[37345, 227]"
讥,讠,1.2198,"['讠', '言']","[164, 106, 98]"
辗,车,6.9383,"['车', '車']","[164, 122, 245]"
弑,弋,0.3309,['弋'],"[28156, 239]"
饺,饣,53.5309,"['飠', '饣', '食']","[165, 98, 118]"
倦,亻,21.1111,"['人', '亻']","[161, 222, 99]"
蜿,虫,0.7753,['虫'],"[164, 250, 123]"
褡,衤,0.0691,"['衣', '衤']","[164, 97, 94]"
疵,疒,3.6889,['疒'],"[163, 244, 113]"
橇,木,1.5852,['木'],"[43897, 229]"
铆,钅,1.7235,"['钅', '金']","[165, 241, 228]"
逝,辶,33.6,['辶'],"[34460, 251]"
鼬,鼠,1.1901,['鼠'],"[165, 120, 105]"
蛔,虫,0.4691,['虫'],"[164, 249, 242]"
擦,扌,121.3926,"['扌', '手']","[162, 241, 99]"
窖,穴,6.4444,['穴'],"[163, 103, 244]"
膜,月,40.7901,['月'],"[164, 228, 250]"
帖,巾,25.2444,['巾'],"[30585, 244]"
陛,阝,6.3654,"['邑', '阜', '阝']","[165, 247, 249]"
铝,钅,4.1185,"['钅', '金']","[165, 241, 251]"
嗑,口,5.8173,"['囗', '口']","[161, 245, 239]"
肛,月,2.2963,['月'],"[164, 224, 249]"
膳,月,3.6198,['月'],"[164, 228, 111]"
皎,白,0.8049,['白'],"[19021, 236]"
俏,亻,17.521,"['人', '亻']","[46479, 237]"
啪,口,9.7235,"['囗', '口']","[161, 243, 103]"
皂,白,11.9704,['白'],"[19021, 224]"
泯,氵,1.758,"['氺', '水', '氵']","[37345, 107]"
峭,山,1.3975,['山'],"[161, 111, 255]"
肽,月,1.1358,['月'],"[164, 224, 121]"
虽,虫,218.1136,['虫'],"[164, 50159]"
蔬,艹,25.7333,['艹'],"[164, 242, 105]"
癔,疒,0.2074,['疒'],"[163, 247, 242]"
哉,口,6.084,"['囗', '口']","[161, 241, 231]"
镊,钅,0.3506,"['钅', '金']","[165, 243, 232]"
捂,扌,13.3778,"['扌', '手']","[162, 235, 224]"
闻,门,147.5111,"['門', '门']","[29785, 119]"
糸,糸,9.0173,"['糸', '纟']","[163, 111, 116]"
棘,木,4.9778,['木'],"[162, 96, 246]"
刨,刂,2.2222,"['刂', '刀']","[26344, 101]"
巾,巾,44.1778,['巾'],"[32432, 122]"
蹒,足,1.1506,['足'],"[164, 117, 240]"
侯,亻,9.6642,"['人', '亻']","[160, 122, 107]"
扔,扌,49.4568,"['扌', '手']","[33699, 242]"
埸,土,0.3654,['土'],"[161, 253, 116]"
弓,弓,5.1358,['弓'],"[28156, 241]"
壕,土,0.6667,['土'],"[18004, 243]"
撑,扌,55.9259,"['扌', '手']","[162, 240, 239]"
憔,忄,5.8222,"['心', '忄']","[162, 228, 242]"
腌,月,9.4025,['月'],"[164, 227, 234]"
鳖,鱼,1.9309,"['鱼', '魚']","[165, 111, 244]"
璧,玉,1.5309,"['王', '玉']","[163, 240, 100]"
罅,缶,0.1333,['缶'],"[163, 121, 227]"
潦,氵,1.5111,"['氺', '水', '氵']","[162, 121, 99]"
尔,小,398.1877,['小'],"[22887, 242]"
琳,王,29.0074,"['王', '玉']","[49426, 111]"
且,一,268.6914,['一'],"[10310, 242]"
屉,尸,5.7086,['尸'],"[161, 109, 231]"
蹭,足,11.8222,['足'],"[164, 117, 255]"
隽,隹,0.6568,['隹'],"[49694, 121]"
踉,足,0.321,['足'],"[164, 116, 231]"
瞠,目,0.5235,['目'],"[163, 252, 254]"
肄,聿,0.084,['聿'],"[164, 224, 226]"
咦,口,5.763,"['囗', '口']","[161, 240, 99]"
膊,月,10.2667,['月'],"[164, 228, 232]"
歉,欠,150.4247,['欠'],"[29826, 231]"
芭,艹,15.7877,['艹'],"[164, 232, 255]"
叁,厶,1.3827,['厶'],"[20998, 223]"
舔,舌,9.4716,['舌'],"[48958, 242]"
沁,氵,2.9728,"['氺', '水', '氵']","[162, 110, 223]"
呷,口,1.2593,"['囗', '口']","[37772, 115]"
祇,礻,0.4,"['礻', '示']","[163, 98, 229]"
魄,鬼,9.8716,['鬼'],"[165, 255, 226]"
靡,非,6.6123,['非'],"[165, 251, 94]"
距,足,106.6716,['足'],"[164, 115, 251]"
簸,⺮,2.8148,"['⺮', '竹']","[163, 108, 116]"
蜉,虫,0.2469,['虫'],"[164, 250, 231]"
隧,阝,6.884,"['邑', '阜', '阝']","[49694, 100]"
嗝,口,4.8741,"['囗', '口']","[161, 245, 251]"
诋,讠,2.0395,"['讠', '言']","[46237, 233]"
哥,口,454.6716,"['囗', '口']","[161, 241, 98]"
揉,扌,10.8889,"['扌', '手']","[162, 237, 231]"
稣,禾,11.5309,['禾'],"[163, 101, 96]"
羟,羊,0.3407,['羊'],"[163, 122, 253]"
壶,士,15.9753,['士'],"[18004, 114]"
罹,罒,0.4593,"['罒', '网']","[163, 121, 117]"
翘,羽,11.9951,['羽'],"[163, 123, 246]"
敞,攵,9.1259,"['攴', '攵']","[46763, 252]"
阑,门,3.0469,"['門', '门']","[165, 246, 239]"
耨,耒,0.2568,['耒'],"[32003, 101]"
硅,石,3.1012,['石'],"[163, 94, 227]"
铐,钅,4.1679,"['钅', '金']","[165, 241, 238]"
霄,雨,5.7086,['雨'],"[165, 250, 226]"
莱,艹,76.6716,['艹'],"[164, 236, 109]"
噎,口,2.3654,"['囗', '口']","[161, 247, 236]"
浣,氵,1.8025,"['氺', '水', '氵']","[38184, 96]"
饕,食,5.2741,"['飠', '饣', '食']","[165, 98, 243]"
亩,亠,3.0914,['亠'],"[12859, 102]"
痱,疒,0.5284,['疒'],"[163, 245, 109]"
喻,口,9.1605,"['囗', '口']","[161, 244, 119]"
娥,女,3.8074,['女'],"[161, 101, 98]"
枚,木,42.0691,['木'],"[162, 252, 248]"
厘,厂,31.1012,['厂'],"[43889, 246]"
呻,口,2.5432,"['囗', '口']","[37772, 119]"
侏,亻,1.8667,"['人', '亻']","[160, 122, 237]"
撂,扌,1.3235,"['扌', '手']","[162, 240, 224]"
掴,扌,0.3951,"['扌', '手']","[162, 236, 112]"
兰,八,153.0963,"['丷', '八']","[17739, 108]"
笛,⺮,7.6395,"['⺮', '竹']","[163, 105, 249]"
骏,马,4.7704,"['馬', '马']","[165, 103, 237]"
斐,文,2.884,['文'],"[23877, 238]"
嚎,口,4.4741,"['囗', '口']","[161, 248, 236]"
州,川,295.1951,"['巛', '巜', '川']","[32432, 252]"
缎,纟,1.3926,"['糸', '纟']","[163, 120, 236]"
肇,聿,5.3926,['聿'],"[164, 224, 229]"
翰,羽,23.2296,['羽'],"[163, 123, 108]"
皈,白,0.958,['白'],"[19021, 230]"
嘣,口,1.7827,"['囗', '口']","[161, 246, 96]"
络,纟,70.0049,"['糸', '纟']","[163, 119, 250]"
寐,宀,3.6593,['宀'],"[43380, 238]"
菊,艹,37.0617,['艹'],"[164, 237, 232]"
薰,艹,4.7358,['艹'],"[164, 244, 108]"
斋,文,9.7975,['文'],"[23877, 233]"
撸,扌,3.6,"['扌', '手']","[162, 240, 116]"
仅,亻,128.2963,"['人', '亻']","[20015, 227]"
亨,亠,22.7506,['亠'],"[12859, 101]"
妲,女,0.8198,['女'],"[36685, 110]"
眯,目,5.6247,['目'],"[40367, 107]"
狄,犭,11.1111,"['犬', '犭']","[45379, 226]"
蹙,足,0.2667,['足'],"[164, 117, 247]"
蹲,足,15.437,['足'],"[164, 117, 110]"
艇,舟,11.7728,['舟'],"[164, 231, 229]"
驭,马,4.5432,"['馬', '马']","[165, 102, 255]"
廖,广,3.7926,['广'],"[161, 119, 244]"
刃,刀,9.7333,"['刂', '刀']","[26344, 225]"
聋,耳,6.1284,['耳'],"[164, 223, 233]"
捅,扌,6.8642,"['扌', '手']","[162, 235, 227]"
涕,氵,13.516,"['氺', '水', '氵']","[162, 114, 243]"
胞,月,30.5728,['月'],"[47797, 252]"
俨,亻,1.3679,"['人', '亻']","[46479, 101]"
慕,心,68.3358,"['心', '忄']","[162, 227, 243]"
吏,口,0.8049,"['囗', '口']","[28938, 237]"
壤,土,3.3778,['土'],"[18004, 97]"
鲭,鱼,0.5284,"['鱼', '魚']","[165, 110, 255]"
佯,亻,0.8296,"['人', '亻']","[19526, 107]"
衡,行,33.7778,['行'],"[26193, 94]"
氟,气,1.2691,['气'],"[36365, 253]"
辆,车,72.484,"['车', '車']","[164, 122, 228]"
涵,氵,20.9383,"['氺', '水', '氵']","[162, 114, 113]"
爹,父,90.3506,['父'],"[163, 230, 117]"
挞,扌,3.7086,"['扌', '手']","[162, 234, 252]"
谵,讠,0.0198,"['讠', '言']","[164, 108, 113]"
弧,弓,3.2988,['弓'],"[28156, 100]"
盏,皿,6.958,['皿'],"[33566, 237]"
琛,王,1.0272,"['王', '玉']","[49426, 249]"
椭,木,0.6272,['木'],"[162, 97, 255]"
痊,疒,3.3679,['疒'],"[163, 245, 232]"
孟,子,9.9753,['子'],"[27764, 253]"
蚯,虫,0.9778,['虫'],"[164, 248, 107]"
枉,木,8.0148,['木'],"[162, 252, 231]"
掟,扌,0.2272,"['扌', '手']","[162, 236, 253]"
嶙,山,0.2716,['山'],"[161, 114, 247]"
傀,亻,0.958,"['人', '亻']","[43636, 222]"
恪,忄,0.7062,"['心', '忄']","[162, 223, 103]"
奎,大,5.4469,['大'],"[25001, 236]"
愣,忄,8.2568,"['心', '忄']","[35707, 96]"
我,戈,25482.9531,['戈'],"[22755, 239]"
哮,口,6.0494,"['囗', '口']","[161, 241, 106]"
葛,艹,42.1975,['艹'],"[164, 239, 249]"
诵,讠,4.0593,"['讠', '言']","[46237, 113]"
袅,衣,2.2123,"['衣', '衤']","[164, 95, 227]"
柠,木,20.6914,['木'],"[162, 253, 254]"
钧,钅,1.6198,"['钅', '金']","[165, 240, 100]"
郭,阝,33.7383,"['邑', '阜', '阝']","[32849, 255]"
吼,口,38.5185,"['囗', '口']","[28938, 120]"
槽,木,32.2914,['木'],"[162, 100, 121]"
讪,讠,3.9951,"['讠', '言']","[164, 106, 103]"
艮,艮,0.8099,['艮'],"[164, 231, 106]"
皲,皮,0.3259,['皮'],"[19021, 110]"
捶,扌,3.2346,"['扌', '手']","[162, 235, 114]"
粟,米,3.6642,['米'],"[163, 110, 253]"
镂,钅,2.3802,"['钅', '金']","[165, 243, 224]"
掘,扌,13.8074,"['扌', '手']","[162, 236, 246]"
虞,虍,2.5481,['虍'],"[164, 247, 252]"
戕,戈,0.0642,['戈'],"[22755, 243]"
噫,口,0.2222,"['囗', '口']","[161, 247, 104]"
啮,口,0.2864,"['囗', '口']","[161, 243, 106]"
廿,廾,8.1432,['廾'],"[161, 119, 123]"
苇,艹,1.6346,['艹'],"[164, 233, 229]"
嚄,口,0.1827,"['囗', '口']","[161, 248, 226]"
鼯,鼠,0.0247,['鼠'],"[165, 120, 107]"
漩,氵,1.7235,"['氺', '水', '氵']","[162, 120, 102]"
彗,彐,0.8988,"['彐', '彑']","[37605, 245]"
嗯,口,207.3926,"['囗', '口']","[161, 245, 107]"
靛,青,0.3506,['青'],"[165, 251, 249]"
蜀,虫,7.5457,['虫'],"[164, 250, 222]"
伞,人,24.2815,"['人', '亻']","[27670, 252]"
寞,宀,82.879,['宀'],"[43380, 252]"
碌,石,43.837,['石'],"[163, 95, 234]"
沪,氵,9.6049,"['氺', '水', '氵']","[162, 110, 103]"
铢,钅,0.4741,"['钅', '金']","[165, 241, 95]"
泓,氵,0.6173,"['氺', '水', '氵']","[37345, 241]"
禹,忄,2.3901,"['心', '忄']","[163, 99, 117]"
怖,忄,47.7333,"['心', '忄']","[45250, 244]"
藉,艹,5.5852,['艹'],"[164, 245, 231]"
赝,贝,0.6123,"['貝', '贝']","[164, 113, 251]"
麋,鹿,0.484,['鹿'],"[165, 118, 233]"
噪,口,6.6025,"['囗', '口']","[161, 247, 103]"
莺,艹,1.9654,['艹'],"[164, 236, 118]"
麒,鹿,1.6346,['鹿'],"[165, 118, 240]"
铰,钅,0.2469,"['钅', '金']","[165, 241, 108]"
噢,口,226.5827,"['囗', '口']","[161, 247, 95]"
矗,目,0.7556,['目'],"[163, 253, 245]"
増,土,0.237,['土'],"[161, 95, 245]"
侥,亻,2.0099,"['人', '亻']","[160, 122, 98]"
螳,虫,1.3531,['虫'],"[164, 252, 111]"
铛,钅,2.8395,"['钅', '金']","[165, 241, 249]"
嬴,女,0.484,['女'],"[161, 105, 112]"
鲣,鱼,0.0642,"['鱼', '魚']","[165, 110, 96]"
祺,礻,1.5753,"['礻', '示']","[163, 98, 118]"
姝,女,0.3753,['女'],"[34650, 251]"
辍,车,0.8099,"['车', '車']","[164, 122, 235]"
煨,火,0.9235,"['火', '灬']","[163, 227, 101]"
瞑,目,4.9531,['目'],"[163, 252, 239]"
芙,艹,13.9012,['艹'],"[164, 232, 247]"
沮,氵,8.7457,"['氺', '水', '氵']","[162, 110, 106]"
坊,土,24.5136,['土'],"[161, 251, 232]"
窈,穴,6.1827,['穴'],"[163, 103, 230]"
椽,木,0.0543,['木'],"[162, 97, 121]"
丫,丨,53.9852,['丨'],"[10310, 104]"
谄,讠,0.6914,"['讠', '言']","[164, 108, 226]"
渝,氵,12.8444,"['氺', '水', '氵']","[162, 116, 251]"
喋,口,10.884,"['囗', '口']","[161, 244, 233]"
诫,讠,3.9605,"['讠', '言']","[46237, 104]"
戸,戸,0.2914,['戸'],"[22755, 116]"
焗,火,2.237,"['火', '灬']","[47078, 245]"
惋,忄,1.9654,"['心', '忄']","[46349, 233]"
佰,亻,2.1432,"['人', '亻']","[19526, 108]"
伍,亻,31.5358,"['人', '亻']","[27670, 235]"
鼹,鼠,0.6519,['鼠'],"[165, 120, 117]"
鹳,鸟,0.1778,"['鳥', '鸟']","[165, 117, 111]"
趟,走,28.642,['走'],"[164, 114, 253]"
沢,氵,0.4691,"['氺', '水', '氵']","[162, 110, 95]"
蕊,艹,1.8914,['艹'],"[164, 243, 232]"
孺,子,0.4346,['子'],"[27764, 118]"
琥,王,2.9037,"['王', '玉']","[49426, 98]"
矍,目,0.1235,['目'],"[163, 253, 235]"
腼,月,1.3877,['月'],"[164, 227, 120]"
蝙,虫,5.6938,['虫'],"[164, 251, 247]"
焕,火,5.7877,"['火', '灬']","[47078, 243]"
骤,马,8.479,"['馬', '马']","[165, 103, 97]"
艘,舟,10.8346,['舟'],"[164, 231, 246]"
涅,氵,5.6148,"['氺', '水', '氵']","[162, 41678]"
札,木,1.0123,['木'],"[17312, 255]"
绷,纟,5.0272,"['糸', '纟']","[163, 119, 115]"
嘤,口,5.2494,"['囗', '口']","[161, 246, 97]"
汹,氵,3.7679,"['氺', '水', '氵']","[162, 109, 117]"
婀,女,0.4346,['女'],"[161, 102, 222]"
某,木,251.6593,['木'],"[162, 253, 238]"
笙,⺮,1.9309,"['⺮', '竹']","[163, 105, 247]"
拣,扌,4.7556,"['扌', '手']","[162, 233, 96]"
阮,阝,1.5111,"['邑', '阜', '阝']","[165, 246, 106]"
蓟,艹,0.5531,['艹'],"[164, 241, 253]"
帧,巾,0.8148,['巾'],"[30585, 100]"
蚤,虫,1.0765,['虫'],"[164, 248, 97]"
韭,韭,4.2815,['韭'],"[165, 253, 255]"
很,彳,3133.5062,['彳'],"[36181, 230]"
嘿,口,289.5852,"['囗', '口']","[161, 246, 123]"
址,土,538.637,['土'],"[161, 251, 222]"
厥,厂,1.2988,['厂'],"[43889, 98]"
桶,木,28.4889,['木'],"[162, 94, 114]"
颚,页,1.0074,"['頁', '页']","[165, 95, 248]"
噼,口,4.2074,"['囗', '口']","[161, 247, 120]"
茗,艹,1.9901,['艹'],"[164, 234, 245]"
吋,口,0.5827,"['囗', '口']","[28938, 233]"
痣,疒,3.1012,['疒'],"[163, 245, 96]"
芜,艹,4.1136,['艹'],"[164, 232, 250]"
锑,钅,0.1333,"['钅', '金']","[165, 242, 239]"
叼,口,15.9901,"['囗', '口']","[20998, 120]"
眶,目,6.2864,['目'],"[40367, 114]"
髋,骨,0.6173,['骨'],"[165, 104, 233]"
磐,石,1.3827,['石'],"[163, 96, 238]"
踊,足,1.2198,['足'],"[164, 116, 232]"
忾,忄,0.1086,"['心', '忄']","[33232, 122]"
