,Character,Radical,CharFreq,Radicals,TokenIDs,Length,Bytes,Radical_family,List_radical,Radical_len,List_neither,Pair_radical,Pair_neither
1059,儡,亻,-0.06902858641043601,"('人', '亻')","[161, 226, 94]",3,e584a1,9,"['儒', '傻', '傧', '傲', '傍', '傀', '傅', '儆']",8,"['烙', '踪', '蚯', '藜', '猖', '慕', '醒', '悸', '躁', '脆', '嗬', '蛤', '嘹', '嗙', '悍', '莹', '犸', '猪', '嗜', '鹉', '蜓', '烬', '煲', '饯', '饲', '妒', '矢', '妾', '咱', '蜊', '崽', '垢', '炽', '妖', '悴', '橄', '瘘', '痒', '麝', '鬃', '狡', '瀑', '翳', '翅', '搅', '葛', '蜃', '婆', '蛊', '蹉', '褐', '鲸', '磅', '脸', '搧', '腭', '腚', '融', '疱', '擒', '膝', '憬', '嗅', '螃', '痣', '蛟', '脓', '蚣', '樘', '濑', '蓬', '麟', '猢', '蹂', '嗝', '椴', '褒', '煮', '痪', '蜍', '饵', '砌', '莺', '妈', '炒', '嫩', '獠', '蛆', '疚', '咯', '魔', '麓', '榨', '狂', '髑', '簇', '躇', '蹿', '酥', '煸']",傲,融
1060,瑙,王,0.44814138238860063,"('王', '玉')","[163, 239, 247]",3,e79199,15,"['瑟', '瑕', '璐', '璜', '瑶', '瑭', '瑰', '璀', '璞', '瑞', '璃', '璨', '瑚']",13,"['莺', '餐', '蜊', '躏', '酷', '犀', '悔', '蹒', '鸯', '妙', '烃', '酬', '蚓', '脍', '咯', '瓯', '膺', '酯', '煤', '嫂', '鹉', '鼹', '鸿', '瀣', '疵', '擦', '咀', '蓬', '澈', '瘠', '悯', '藉', '鸫', '踊', '疸', '襟', '蹿', '嚼', '瞻', '醉', '蔷', '蜻', '髅', '薰', '蝮', '妥', '糨', '蒡', '瓦', '慢', '酋', '蹋', '躬', '嶂', '鲜', '娥', '擒', '瘢', '醛', '榜', '葆', '蓓', '蚣', '蚯', '熊', '魅', '蟹', '腻', '鹜', '藻', '鱼', '峙', '椿', '糜', '嗖', '蘸', '婴', '蚪', '翟', '鸠', '猎', '董', '褪', '韬', '魄', '蜗', '饶', '蜀', '鹋', '椒', '蓖', '蠢', '嘁', '躅', '骜', '慵', '梗', '咳', '榎']",璨,董
1061,蟆,虫,0.8161167429036288,"('虫',)","[164, 253, 228]",3,e89f86,89,"['螺', '蛰', '蟠', '蚀', '蜈', '蠢', '蜂', '蚕', '蝎', '蜥', '蚍', '蟋', '融', '蝮', '蜕', '蛊', '蛀', '蟾', '蜡', '蚊', '蚁', '蚂', '蜜', '蛙', '蜷', '蛋', '蛤', '蝰', '蟒', '蝉', '蛛', '蛮', '蜘', '蝶', '蛟', '蛆', '蟹', '蝗', '蝴', '蚜', '蜗', '蝾', '蠕', '蟑', '蚱', '蛇', '蝇', '蜚', '蛾', '蝌', '蜻', '蛹', '蜿', '蛔', '蜉', '蚯', '蜀', '螳', '蝙', '蚤', '螃', '蝈', '蚝', '蛐', '蝻', '蚶', '蛎', '蚣', '蜴', '蟀', '蠖', '蜮', '蜊', '螈', '螂', '蜢', '螅', '蚪', '蜓', '蜒', '蜍', '蜇', '蛳', '蝣', '蚓', '蝠', '蛭', '蜃']",88,"['莱', '翱', '犯', '猜', '瀣', '葚', '踱', '砹', '磺', '砒', '蹭', '擤', '砥', '藤', '狙', '酷', '矣', '藓', '魄', '醛', '烹', '藻', '媛', '磅', '脔', '咳', '熹', '鹋', '瘠', '麝', '莓', '妪', '酱', '瓦', '鸣', '酸', '髅', '髻', '猿', '嫔', '炸', '威', '鳝', '嘱', '酝', '咏', '砌', '饴', '痤', '鸟', '膺', '鬓', '潮', '翘', '煤', '嗷', '崎', '嘻', '磊', '莫', '鹃', '褒', '妹', '翩', '腆', '妻', '嘟', '狲', '蓟', '莲', '矾', '矫', '腥', '妲', '饵', '鹉', '脆', '橡', '擀', '腾', '椁', '狼', '嚣', '瘫', '崽', '榛', '炎', '砺', '痘', '煸', '媲', '烦', '韧']",蚶,矾
1062,麟,鹿,1.8731243793296606,"('鹿',)","[165, 118, 253]",3,e9ba9f,7,"['鹿', '麝', '麋', '麒', '麂', '麓']",6,"['烟', '糠', '蚓', '鹉', '潇', '褡', '澳', '破', '疹', '韧', '蠖', '椴', '猖', '炖', '蜇', '鲟', '餮', '蛭', '骐', '鹂', '董', '疳', '咆', '鹋', '蕊', '蛤', '蓉', '蜍', '踯', '鼻', '蓖', '蚂', '獠', '症', '横', '鲨', '擤', '酶', '麾', '鲁', '魏', '献', '蝴', '躺', '襟', '矣', '疼', '糟', '骼', '犒', '噘', '疽', '砒', '嵩', '嘟', '蔫', '澜', '鲇', '蹒', '翟', '搓', '噌', '骶', '梁', '蕉', '媲', '犯', '瞠', '娄', '鞠', '腔', '饨', '犄', '橡', '痴', '嚓', '蜒', '鲭', '瑶', '鹧', '鬣', '咂', '躏', '瞅', '莞', '醛', '魂', '儡', '蜚', '疏', '螈', '擂', '翘', '鹭', '矜', '妳', '濡', '峰', '鳃', '鲲']",麂,鳃
1063,鹉,鸟,0.9677820066622926,"('鳥', '鸟')","[165, 117, 231]",3,e9b989,41,"['鸿', '鸽', '鸡', '鸾', '鸦', '鹭', '鸣', '鹅', '鹞', '鸟', '鹰', '鸭', '鹊', '鹈', '鹌', '鹏', '鸳', '鸬', '鸠', '鸵', '鸥', '鹦', '鹳', '鹧', '鹤', '鸸', '鸢', '鸫', '鸨', '鸶', '鹂', '鹑', '鹫', '鸯', '鹚', '鹃', '鹕', '鸪', '鹋', '鹜']",40,"['葩', '炕', '檐', '腔', '嘲', '髻', '狮', '嚷', '搀', '妆', '蝇', '疑', '瀑', '砾', '噼', '葚', '蝮', '鼬', '蜍', '瓷', '蠖', '峨', '妮', '脊', '崇', '垛', '嘘', '磐', '瘸', '脖', '傻', '蜈', '饕', '嚎', '烤', '狲', '懑', '矽', '蒲', '嫩', '餮', '嗅', '魏', '嗣', '蛊', '鲍', '炮', '搽', '熬', '嘀', '鲲', '炉', '熏', '嫔', '鹿', '骝', '嗦', '蝣', '梁', '榜', '煞', '饭', '噔', '疏', '醉', '垮', '蜘', '膨', '魇', '疱', '蘑', '躺', '藿', '威', '踪', '慵', '槽', '瞰', '蹋', '瞪', '潍', '娑', '犷', '蝌', '糟', '蔫', '憋', '踩', '嘈', '潦', '酶', '矮', '葱', '槛', '疯', '麾', '薰']",鸠,慵
1064,腆,月,0.5004115854171179,"('月',)","[164, 227, 228]",3,e88586,46,"['脑', '脱', '腱', '膝', '腹', '腾', '腓', '脆', '脾', '腋', '脚', '脸', '脊', '腔', '脖', '腰', '腿', '腮', '腥', '脐', '腻', '膏', '脉', '膀', '脂', '脓', '腭', '脏', '膨', '膛', '腕', '腊', '膜', '膳', '膊', '腼', '脯', '膈', '膘', '腚', '脍', '腺', '腴', '腑', '膺']",45,"['榎', '婉', '妯', '瀣', '嚓', '藐', '峋', '蜍', '鲣', '疸', '垫', '炷', '崖', '煤', '蝠', '葛', '蛮', '蚁', '犄', '煅', '蕨', '醐', '澳', '嘚', '酱', '患', '踌', '慎', '簸', '螅', '蒸', '瓶', '蹈', '魅', '鼠', '椭', '褡', '骄', '糊', '烛', '褂', '慰', '醇', '烬', '鹈', '婴', '瞻', '蠕', '咎', '潢', '婪', '橹', '烤', '鹅', '傍', '妾', '蛎', '傲', '蓖', '嗦', '翌', '蜡', '骰', '嘟', '傧', '慑', '瘦', '葡', '蔬', '疝', '鲲', '瓣', '蜿', '脔', '潦', '翘', '烙', '蹉', '榉', '蝣', '餐', '蜜', '炖', '鸳', '瘌', '蕴', '咪', '噬', '瘘', '韬', '妲', '蔷', '鼬', '犁', '蟹', '悲', '莫']",脾,傲
1065,蝠,虫,1.7428492978580468,"('虫',)","[164, 251, 254]",3,e89da0,89,"['螺', '蛰', '蟠', '蚀', '蜈', '蠢', '蜂', '蚕', '蝎', '蜥', '蚍', '蟋', '融', '蝮', '蜕', '蛊', '蛀', '蟾', '蜡', '蚊', '蚁', '蚂', '蜜', '蛙', '蜷', '蛋', '蛤', '蝰', '蟒', '蝉', '蛛', '蛮', '蜘', '蝶', '蛟', '蛆', '蟹', '蝗', '蝴', '蚜', '蜗', '蝾', '蠕', '蟑', '蚱', '蛇', '蝇', '蜚', '蛾', '蝌', '蜻', '蛹', '蜿', '蛔', '蜉', '蚯', '蜀', '螳', '蝙', '蚤', '螃', '蝈', '蚝', '蛐', '蝻', '蚶', '蛎', '蚣', '蜴', '蟀', '蠖', '蜮', '蜊', '螈', '螂', '蜢', '螅', '蚪', '蜓', '蜒', '蜍', '蜇', '蛳', '蝣', '蚓', '蟆', '蛭', '蜃']",88,"['樱', '鸵', '瘟', '疫', '蘸', '橹', '酯', '噜', '脓', '饰', '蓄', '猢', '婊', '藤', '疮', '妯', '鄂', '薄', '娑', '葚', '嚷', '莉', '嘘', '腚', '酸', '橄', '嫡', '鳗', '娶', '悟', '榈', '傲', '瓤', '蹼', '鲥', '植', '搞', '糍', '咯', '垣', '瑞', '痣', '妳', '炎', '脂', '瞰', '狲', '梗', '澎', '蹙', '藐', '擢', '鹰', '嚼', '瘘', '腐', '娼', '媾', '蕉', '瀣', '儆', '嗡', '咏', '鸾', '慢', '瘴', '憧', '嗌', '骨', '槁', '蹉', '献', '醚', '咣', '膜', '峨', '狩', '饷', '烟', '嫔', '炳', '蹿', '簪', '婀', '蔽', '瓜', '腴', '鳄', '嗄']",蚓,嫔
1066,砭,石,-1.5497549102729267,"('石',)","[163, 254, 255]",3,e7a0ad,31,"['砧', '磕', '矿', '磁', '破', '磊', '砂', '砾', '磨', '砸', '磷', '砌', '砚', '砒', '砖', '磺', '磅', '研', '砍', '矽', '砷', '砝', '磐', '磋', '砰', '砣', '砹', '矾', '砺', '砥']",30,"['蕨', '薄', '蕴', '悍', '董', '蹴', '蕾', '藉', '激', '嗣', '簿', '痢', '椎', '椭', '酒', '酵', '藜', '猜', '傍', '狠', '瞒', '瑞', '嗝', '麒', '蛆', '腑', '痨', '蔡', '腴', '犊', '矬', '脾', '咦', '鲨', '憎', '妯', '鼠', '烙', '蛰', '痞', '藓', '翼', '酸', '烊', '痊', '鸳', '榄', '蝻', '蝈', '脔', '鸣', '鹊', '痍', '疖', '蝾', '澳', '蓖', '翠', '糨', '醮', '鸽', '嘲', '矜', '糙', '榕', '傀', '梁', '脑', '烂', '鹕', '鄙', '狮', '橱', '咣', '咎', '妙', '糗', '鼾', '腰', '妻', '螈', '狭', '嫉', '鸢', '蛇', '烃', '澜', '鲭', '蜉', '崖', '蒋', '蹩', '酿', '烛', '垦', '腋', '蠕', '嘛']",研,瑞
1067,娜,女,4.736761447775335,"('女',)","[161, 101, 250]",3,e5a89c,69,"['嫌', '娱', '娇', '婚', '娼', '威', '嫂', '妮', '妳', '妇', '妖', '妓', '妻', '妄', '嫦', '妨', '娴', '妹', '妾', '妙', '妥', '嫡', '嫖', '婴', '嬉', '妒', '媚', '媳', '媒', '婢', '媲', '娘', '妞', '妩', '妃', '娟', '妆', '妯', '娑', '妊', '嬷', '婶', '嫁', '嫩', '婉', '娶', '娃', '婊', '婆', '嫉', '妍', '妈', '娥', '妲', '婀', '嬗', '娣', '嫔', '娓', '媾', '娆', '婿', '娌', '娠', '妪', '娩', '媛', '婪']",68,"['鳕', '痣', '猿', '瞌', '腥', '蚱', '骜', '蝴', '横', '蜊', '垢', '矢', '膘', '炯', '躏', '激', '璐', '傲', '榄', '蹭', '槌', '狗', '猛', '犸', '鸸', '鳍', '鸟', '鸿', '垣', '醉', '垃', '憔', '嘈', '蟀', '骆', '搔', '瘫', '橘', '嚏', '痪', '榔', '莺', '蜀', '踝', '疳', '蚝', '蚶', '饴', '蔬', '瞪', '擒', '烦', '傻', '椎', '蜚', '蔻', '蹋', '瞿', '蕊', '麾', '酵', '骸', '嚣', '酒', '噱', '蚁', '炉', '瓯', '樟', '痊', '蔽', '嘻', '鲶', '膝', '噬', '蜴', '猾', '搭', '躇', '蘑', '鹭', '糜', '咿', '崇', '鳝', '槐', '砹', '腋', '蜃', '鞘', '莓', '踉', '噩']",媲,榔
1068,骼,骨,0.7828507636417239,"('骨',)","[165, 103, 120]",3,e9aabc,11,"['骨', '骸', '骰', '髌', '骶', '髋', '骷', '髑', '髓', '髅']",10,"['噢', '藜', '翰', '咱', '骂', '葺', '瘴', '熙', '鲣', '濡', '嗓', '鞘', '猜', '矜', '腑', '猴', '咦', '蜻', '植', '螂', '燥', '腰', '槽', '媲', '疳', '鳟', '鹧', '噻', '瞄', '醮', '嗽', '瘪', '潮', '脖', '炷', '蛰', '狞', '饵', '猫', '鱿', '蛔', '鲈', '蜥', '嗄', '褓', '烧', '狈', '嚣', '妞', '砣', '崴', '簸', '酝', '橹', '悉', '痫', '猩', '垩', '瞅', '鳏', '蔷', '脉', '鲍', '瞪', '踌', '痒', '嗔', '鼠', '擀', '藻', '媾', '蔬', '鳃', '擒', '症', '烹', '嘴', '激', '悦', '疮', '蠖', '璃', '娆', '槲', '葚', '娠', '蜍', '榨', '蹉', '莨', '磊', '搂', '疙', '饽', '槃', '咋', '鲜', '韶', '鲁', '麾']",骶,疳
1069,檬,木,3.0067810108388735,"('木',)","[162, 103, 105]",3,e6aaac,65,"['梦', '橘', '橡', '椿', '横', '榴', '榛', '梳', '植', '械', '樵', '梯', '槌', '槟', '樘', '橄', '樱', '椒', '椎', '梵', '梨', '橙', '槐', '槛', '榄', '梓', '梅', '樟', '樽', '椅', '榨', '梗', '椰', '樊', '榜', '榻', '橱', '榔', '檫', '梭', '梁', '橇', '椭', '槽', '椽', '檀', '槃', '榕', '榆', '榎', '橹', '椁', '椴', '槲', '梧', '梏', '梢', '榈', '槁', '檐', '榷', '梆', '榭', '榉']",64,"['垦', '狂', '鹌', '醐', '韬', '熟', '鲑', '骑', '蛎', '蝈', '蠢', '悖', '躇', '瞌', '疮', '澎', '骛', '慕', '糕', '蚂', '腋', '醒', '踉', '鳅', '慵', '瞩', '蜒', '蘸', '噱', '憩', '嗨', '蜢', '蓟', '妙', '魔', '砣', '鱿', '麟', '嗤', '脐', '猥', '嚯', '瘠', '褶', '瞿', '症', '噩', '葛', '藕', '蛛', '蹭', '瞥', '嗟', '鞭', '脏', '痛', '藿', '鹑', '瓷', '蜘', '矬', '鲱', '擤', '狸', '腴', '腼', '嗽', '咪', '褴', '婊', '腚', '垂', '蚀', '藜', '鲡', '嚓', '獠', '垄', '娱', '垫', '咳', '擦', '潞', '娄', '骶', '翩', '蓓', '炉', '悦', '嶙', '莎']",樽,躇
1070,婪,女,1.8024026293265347,"('女',)","[161, 102, 103]",3,e5a9aa,69,"['嫌', '娱', '娇', '婚', '娼', '威', '嫂', '妮', '妳', '妇', '妖', '妓', '妻', '妄', '嫦', '妨', '娴', '妹', '妾', '妙', '妥', '嫡', '嫖', '婴', '嬉', '妒', '媚', '媳', '媒', '婢', '媲', '娘', '妞', '妩', '妃', '娟', '妆', '妯', '娑', '妊', '嬷', '婶', '嫁', '嫩', '婉', '娶', '娃', '婊', '婆', '嫉', '妍', '妈', '娥', '妲', '婀', '嬗', '娣', '嫔', '娓', '媾', '娆', '婿', '娌', '娠', '妪', '娩', '媛', '娜']",68,"['鳌', '矣', '嗯', '簸', '咄', '饷', '悖', '鸠', '鳄', '骨', '膏', '咱', '韶', '鳟', '悲', '糠', '擤', '蜊', '魇', '鸿', '蒸', '搀', '嘬', '烩', '慨', '蛙', '鬼', '狄', '梅', '魂', '鹋', '犒', '踹', '咀', '蛛', '蹂', '腮', '烊', '糖', '骁', '咧', '噙', '鞭', '猿', '疫', '咕', '鼹', '崴', '璞', '疗', '褓', '病', '蜴', '熹', '麾', '悸', '鞍', '磨', '嗄', '蓑', '鞑', '蒡', '髓', '蛹', '嗦', '狈', '疽', '鸽', '鹦', '噜', '薪', '薯', '髌', '褪', '骋', '瞰', '痊', '糍', '鱼', '褥', '鸶', '憩', '莹', '蛳', '蜉', '樱', '蒙', '膛', '潍', '擅', '嚏']",娓,鞑
1071,蛭,虫,-0.7360546815712219,"('虫',)","[164, 249, 255]",3,e89bad,89,"['螺', '蛰', '蟠', '蚀', '蜈', '蠢', '蜂', '蚕', '蝎', '蜥', '蚍', '蟋', '融', '蝮', '蜕', '蛊', '蛀', '蟾', '蜡', '蚊', '蚁', '蚂', '蜜', '蛙', '蜷', '蛋', '蛤', '蝰', '蟒', '蝉', '蛛', '蛮', '蜘', '蝶', '蛟', '蛆', '蟹', '蝗', '蝴', '蚜', '蜗', '蝾', '蠕', '蟑', '蚱', '蛇', '蝇', '蜚', '蛾', '蝌', '蜻', '蛹', '蜿', '蛔', '蜉', '蚯', '蜀', '螳', '蝙', '蚤', '螃', '蝈', '蚝', '蛐', '蝻', '蚶', '蛎', '蚣', '蜴', '蟀', '蠖', '蜮', '蜊', '螈', '螂', '蜢', '螅', '蚪', '蜓', '蜒', '蜍', '蜇', '蛳', '蝣', '蚓', '蟆', '蝠', '蜃']",88,"['蒋', '鹑', '澈', '嘱', '梯', '脊', '犊', '猖', '婿', '麻', '骨', '咸', '独', '橙', '磕', '椁', '蹶', '犀', '儆', '鸳', '煲', '蔵', '犁', '噜', '犬', '椿', '醮', '璀', '瑙', '炙', '薮', '痒', '悃', '饮', '嗷', '犟', '咛', '褴', '咣', '垒', '瘩', '械', '骚', '腼', '煤', '炼', '搀', '莓', '翟', '痢', '鼠', '脏', '婶', '翻', '躲', '瑭', '膀', '嗲', '酸', '腴', '槁', '疵', '矣', '潇', '砒', '娩', '澳', '猕', '烬', '痴', '炖', '垫', '烊', '噩', '榜', '擂', '潘', '猥', '簸', '槌', '潭', '瞬', '痿', '腾', '瘾', '醺', '咏', '褓', '砝', '瞳']",蝮,槁
1072,蒡,艹,-1.0767529543152161,"('艹',)","[164, 240, 94]",3,e892a1,79,"['蒜', '葱', '莴', '莽', '蔡', '莹', '薪', '藤', '薏', '蔚', '蔑', '藩', '蕴', '蓄', '薄', '蓬', '葬', '莲', '莫', '蔷', '蒙', '藜', '蓓', '蒸', '蔗', '莎', '董', '蔓', '葫', '蓉', '藕', '莞', '蓝', '蔵', '著', '藐', '莅', '蕃', '薛', '蕾', '蓖', '蒋', '蔽', '莓', '葵', '藿', '蓑', '蘑', '蓦', '薯', '蒂', '蒲', '蘸', '葡', '蕉', '蔬', '莱', '薰', '葛', '藉', '莺', '蕊', '蓟', '藻', '薇', '莨', '蔫', '薮', '莉', '蔼', '蔻', '蓿', '葺', '葩', '葚', '葆', '藓', '蕨']",78,"['垮', '懂', '搁', '疤', '魁', '醉', '嘶', '蜘', '悃', '腻', '檬', '褂', '璜', '翱', '蛇', '檀', '婢', '炉', '鳍', '砧', '椒', '蹴', '瘩', '鹉', '鲥', '醚', '熟', '鲫', '腋', '梨', '鲸', '酵', '潞', '炆', '橙', '咎', '娓', '蚣', '瞪', '瞻', '蚂', '橘', '骷', '醋', '鹚', '咣', '娥', '鸾', '狂', '鸯', '悦', '麟', '悔', '咐', '瀛', '酗', '懵', '熊', '擀', '嘿', '璐', '蛐', '梆', '糁', '痛', '梏', '烈', '蜈', '嗟', '麋', '躁', '痕', '槲', '瓯', '槽', '妯', '熔', '翘', '簸', '脉', '澳', '搭', '煸', '烹', '膘', '慵', '橹', '踪', '椎']",莎,悦
1073,狈,犭,1.7174668646462,"('犬', '犭')","[163, 233, 230]",3,e78b88,45,"['猎', '狩', '狙', '猕', '狼', '猜', '狂', '独', '狸', '狮', '犯', '狡', '狗', '猫', '猪', '狒', '狭', '狠', '猛', '猿', '獠', '狱', '猴', '猩', '猝', '猖', '猥', '狐', '猢', '狄', '獭', '犷', '猡', '獗', '犸', '狲', '猬', '猾']",38,"['烧', '痒', '嫁', '槐', '椴', '髌', '蒸', '蘑', '疖', '瓦', '脓', '蔑', '崴', '燎', '噌', '憔', '藓', '烂', '婉', '鸽', '咂', '憎', '妪', '煽', '薏', '酩', '嘣', '糙', '螅', '鼯', '澳', '酥', '蝈', '蕴', '骨', '醮', '葵', '骸', '蟑', '鏖', '膊', '藕', '悴', '翻', '瞅', '著', '膝', '疸', '融', '磋', '咎', '妒', '嶂', '垣', '婚', '峙', '饵', '娇', '躬', '蜒', '膳', '醇', '橄', '葡', '潜', '鲍', '韦', '砺', '藿', '矍', '鸶', '鳖', '脉', '踪', '嘹', '鲲', '鸾', '藐', '樘', '躺', '蜡', '炖', '骂', '悼', '蓄', '鹜', '蛇', '蜈', '瑟', '崛', '糯', '蓉', '婆', '鞘', '瘘', '膏']",狩,咎
1074,鸪,鸟,-1.340556469446037,"('鳥', '鸟')","[165, 116, 103]",3,e9b8aa,41,"['鸿', '鸽', '鸡', '鸾', '鸦', '鹭', '鸣', '鹅', '鹞', '鸟', '鹰', '鸭', '鹊', '鹈', '鹌', '鹏', '鸳', '鸬', '鸠', '鸵', '鸥', '鹦', '鹳', '鹧', '鹤', '鸸', '鸢', '鸫', '鸨', '鸶', '鹂', '鹑', '鹫', '鸯', '鹚', '鹃', '鹕', '鹉', '鹋', '鹜']",40,"['鳅', '葱', '骼', '鲶', '糗', '妾', '蟀', '椅', '慵', '咬', '鲥', '躅', '狒', '妍', '峡', '懑', '妆', '蜕', '嗒', '嚎', '蝎', '狲', '腻', '酿', '峙', '砹', '脯', '醉', '娴', '烂', '魔', '炷', '烩', '躯', '崛', '咀', '蝶', '疱', '嗡', '蜴', '藜', '蛭', '峨', '娄', '葛', '糨', '酝', '妨', '蝌', '婪', '犯', '骡', '熹', '躬', '噜', '峦', '鼠', '崇', '蔗', '煨', '猬', '獗', '蛮', '婉', '獭', '椰', '噘', '螅', '骋', '椿', '瞎', '蚯', '梳', '砖', '蛤', '痫', '梁', '狞', '砌', '搪', '慎', '携', '糠', '嘻', '饮', '娩', '瘘', '咲', '妮', '鲁', '嫉', '蚶', '懒', '腹', '髋', '咕', '悟']",鹊,骼
1075,檐,木,0.9733891439140316,"('木',)","[162, 103, 238]",3,e6aa90,65,"['梦', '橘', '橡', '椿', '横', '榴', '榛', '梳', '植', '械', '樵', '梯', '槌', '槟', '樘', '橄', '樱', '椒', '椎', '梵', '梨', '橙', '槐', '槛', '榄', '梓', '梅', '樟', '樽', '椅', '榨', '梗', '椰', '樊', '榜', '榻', '橱', '榔', '檫', '梭', '梁', '橇', '椭', '槽', '椽', '檀', '槃', '榕', '榆', '榎', '橹', '椁', '椴', '槲', '梧', '梏', '梢', '榈', '槁', '檬', '榷', '梆', '榭', '榉']",64,"['猕', '澜', '酮', '妹', '猿', '蔗', '疫', '嗓', '慎', '蛔', '螺', '瞳', '踟', '狡', '狒', '蛇', '簪', '痪', '搬', '悉', '蛋', '懒', '妇', '葡', '娶', '躁', '娇', '憔', '瓶', '患', '燃', '噼', '嗽', '鳃', '疗', '懵', '醉', '翰', '蟒', '蜓', '鸬', '蚣', '膜', '嗯', '饥', '璐', '娴', '憨', '蜒', '疳', '熙', '璃', '腭', '妨', '嗒', '蹿', '娑', '悍', '砧', '娓', '砍', '腼', '獗', '蝉', '螂', '嗨', '瓣', '垩', '蜉', '腰', '蹴', '垠', '慕', '熊', '峦', '悄', '矮', '鸵', '蟑', '砝', '葬', '踝', '婴', '脉', '咋', '狼', '嗜', '潢', '炷', '痣', '蜊', '妆', '煨', '咒', '蓑', '鞠']",椭,獗
1076,榷,木,-1.3216308477941685,"('木',)","[162, 99, 115]",3,e6a6b7,65,"['梦', '橘', '橡', '椿', '横', '榴', '榛', '梳', '植', '械', '樵', '梯', '槌', '槟', '樘', '橄', '樱', '椒', '椎', '梵', '梨', '橙', '槐', '槛', '榄', '梓', '梅', '樟', '樽', '椅', '榨', '梗', '椰', '樊', '榜', '榻', '橱', '榔', '檫', '梭', '梁', '橇', '椭', '槽', '椽', '檀', '槃', '榕', '榆', '榎', '橹', '椁', '椴', '槲', '梧', '梏', '梢', '榈', '槁', '檬', '檐', '梆', '榭', '榉']",64,"['懈', '婉', '嗄', '蹲', '褡', '蛇', '鹧', '嘤', '嗜', '薪', '砸', '妆', '蠖', '峡', '犬', '魅', '嫉', '疟', '疡', '瞳', '潮', '薄', '蜜', '璜', '嫌', '搀', '蜥', '鼻', '搋', '猿', '糁', '髅', '薯', '膊', '疑', '噱', '猩', '咛', '砥', '炆', '潦', '烈', '鸣', '妩', '煦', '娠', '擦', '崇', '砹', '糜', '痕', '悔', '鹜', '麻', '蔻', '磋', '鹭', '烫', '蛭', '蔡', '鲶', '炉', '蛆', '莅', '威', '鸶', '蚱', '憨', '嘿', '褥', '脚', '醍', '酯', '莉', '骏', '骥', '疙', '腆', '鸭', '潘', '擀', '脓', '莫', '砾', '膨', '傲', '烬', '犷', '犁', '搔', '葡', '垫', '磨']",椅,薯
1077,褛,衤,-1.4819245921351407,"('衣', '衤')","[164, 97, 249]",3,e8a49b,13,"['褶', '襁', '褐', '褥', '褪', '襟', '褂', '褡', '褴', '褓']",10,"['疙', '嗅', '麂', '鸾', '熟', '痧', '崎', '嘛', '踢', '炸', '熔', '瘠', '蹬', '酶', '嘀', '儒', '蠢', '蝙', '螅', '疑', '鸽', '蜃', '蝠', '妈', '嗽', '砍', '搞', '髓', '糍', '妯', '搀', '蜍', '嘎', '蜂', '腻', '骂', '疤', '砭', '濒', '嘈', '咔', '鬃', '蚀', '媲', '煲', '痨', '烧', '妹', '橱', '猛', '燻', '蜗', '妃', '莱', '莺', '橡', '峨', '瞅', '橙', '腾', '婢', '患', '膏', '螺', '蚶', '璞', '炉', '激', '悄', '脚', '憋', '鲲', '膨', '磺', '椒', '蒡', '脓', '狒', '嗯', '妮', '嘟', '鬓', '醚', '樽', '瓜', '蝇', '煮', '膊', '瘘', '矛', '煽', '魅', '鹉', '鲜', '鹊', '鹰', '葱', '鳍']",褪,煽
1078,猾,犭,1.175418996907875,"('犬', '犭')","[163, 234, 122]",3,e78cbe,45,"['猎', '狩', '狙', '猕', '狼', '猜', '狂', '独', '狸', '狮', '犯', '狡', '狗', '猫', '猪', '狒', '狭', '狠', '猛', '猿', '獠', '狱', '猴', '猩', '猝', '猖', '猥', '狐', '猢', '狄', '獭', '犷', '猡', '獗', '犸', '狲', '猬', '狈']",38,"['酒', '娘', '膝', '糟', '悸', '躺', '韬', '患', '骼', '醇', '植', '踞', '慕', '懂', '蓉', '髌', '炒', '憨', '嚎', '痘', '瑙', '翘', '葬', '脸', '榻', '娓', '葱', '糠', '疳', '咀', '麝', '蹬', '翩', '噌', '痔', '蜘', '瞌', '犟', '糙', '饕', '鹳', '魅', '妙', '蓑', '烘', '痦', '搬', '磷', '蚕', '婊', '脱', '蔫', '砖', '嫔', '砺', '热', '蝣', '妻', '擒', '擤', '傻', '咪', '鹅', '莲', '鸦', '蹰', '梅', '瘸', '麂', '饪', '脐', '骋', '熊', '蛛', '脯', '薰', '膛', '蜊', '垄', '莴', '榄', '鹌', '矩', '鞠', '瘾', '燃', '樊', '螅', '砌', '蓝', '烟', '髦', '垒', '腼', '嗨', '腐', '垛']",狐,痘
