,Unnamed: 0,Character,Radical,CharFreq,Radicals,TokenIDs,Length,Bytes,Radical_family,List_radical,Radical_len,List_neither,Pair_radical,Pair_neither,Groups
408,408,该,讠,6.7460609505838764,"('讠', '言')",[76982],1,e8afa5,20,"['话', '评', '认', '议', '请', '调', '说', '语', '试', '证', '记', '设', '论', '计', '读', '详', '误', '询']",18,"['排', '败', '组', '完', '尔', '看', '企', '简', '为', '持', '万', '邮', '原', '局', '木', '功', '成', '角', '来', '年', '连', '管', '台', '标', '审', '步', '午', '一', '员', '得', '如', '集', '所', '东', '需', '全', '报', '能', '级', '种', '安', '结', '板', '由', '按', '及', '子', '模', '链', '别', '量', '述', '错', '都', '你', '稿', '上', '球', '北', '大', '必', '片', '除', '周', '五', '头', '款', '例', '闭', '展', '当', '货', '历', '使', '汽', '超', '效', '节', '据', '们', '与', '则', '达', '果', '变', '值', '查', '部', '好', '法', '品', '造', '专', '广', '或', '平', '播']",说,为,"['认', '论', '议']"
409,409,及,又,5.458103139373637,"('又',)",[82317],1,e58f8a,6,"['反', '取', '变', '友', '发']",5,"['三', '合', '当', '界', '正', '广', '星', '还', '保', '图', '藏', '议', '机', '退', '好', '活', '感', '安', '析', '具', '程', '明', '备', '编', '业', '对', '场', '都', '名', '平', '于', '海', '真', '止', '看', '计', '国', '英', '持', '送', '款', '播', '雅', '道', '达', '系', '辑', '销', '形', '含', '义', '向', '展', '万', '月', '装', '符', '更', '新', '后', '笑', '理', '题', '局', '条', '表', '亿', '易', '连', '给', '家', '布', '元', '素', '标', '方', '认', '企', '将', '大', '投', '败', '简', '米', '山', '电', '县', '项', '存', '尔', '之', '器', '意', '字', '代', '产', '西']",发,真,"['反', '友', '变']"
410,410,速,辶,6.707845838136595,"('辶',)",[95399],1,e9809f,16,"['通', '近', '道', '过', '这', '退', '选', '还', '运', '连', '进', '送', '造', '述', '达']",15,"['环', '反', '载', '于', '节', '推', '午', '陆', '人', '相', '你', '析', '值', '息', '享', '样', '集', '构', '土', '具', '科', '计', '来', '都', '商', '客', '基', '之', '西', '多', '活', '情', '倍', '求', '笑', '则', '此', '院', '得', '击', '给', '费', '对', '核', '软', '整', '修', '因', '下', '增', '间', '论', '也', '记', '更', '员', '好', '华', '年', '常', '向', '指', '始', '价', '者', '证', '余', '方', '解', '有', '尔', '变', '存', '单', '或', '性', '详', '型', '格', '技', '回', '听', '含', '由', '表', '分', '国', '队', '局', '心', '录', '失', '符', '真', '期', '番', '学', '示']",述,符,"['运', '通', '连']"
411,411,计,讠,6.179704803790223,"('讠', '言')",[38743],1,e8aea1,20,"['话', '评', '认', '议', '请', '调', '说', '语', '试', '证', '记', '设', '论', '该', '读', '详', '误', '询']",18,"['考', '反', '程', '其', '态', '私', '接', '展', '立', '回', '具', '效', '检', '专', '游', '本', '击', '款', '票', '付', '换', '科', '位', '里', '由', '容', '收', '管', '雅', '超', '这', '告', '注', '宋', '录', '以', '找', '我', '米', '因', '感', '排', '商', '闭', '车', '如', '版', '张', '优', '速', '保', '类', '四', '停', '广', '链', '查', '先', '者', '度', '会', '序', '频', '城', '章', '更', '指', '何', '年', '志', '制', '按', '西', '符', '码', '与', '原', '心', '水', '共', '现', '总', '组', '供', '同', '当', '审', '业', '哈', '意', '份', '品', '工', '听', '技', '实', '汽']",询,宋,"['详', '该', '说']"
412,412,目,目,6.090896448209404,"('目',)",[30832],1,e79bae,6,"['真', '省', '直', '看', '相']",5,"['容', '你', '内', '效', '然', '万', '您', '造', '书', '功', '型', '预', '购', '私', '更', '可', '开', '密', '之', '章', '索', '步', '示', '款', '结', '组', '得', '果', '销', '我', '串', '进', '十', '广', '播', '业', '共', '提', '上', '展', '笑', '口', '重', '英', '活', '雷', '次', '价', '不', '统', '社', '未', '今', '思', '平', '移', '者', '收', '常', '余', '详', '来', '径', '陆', '拉', '据', '络', '始', '评', '指', '数', '排', '保', '地', '否', '起', '除', '单', '江', '端', '左', '午', '版', '以', '程', '责', '需', '好', '量', '汽', '并', '该', '商', '按', '间', '达', '现', '为', '模']",真,开,"['相', '省', '看']"
413,413,稍,禾,3.6671628463251222,"('禾',)",[94366],1,e7a88d,10,"['私', '秒', '移', '税', '稿', '称', '种', '科', '程']",9,"['案', '项', '头', '未', '转', '所', '汽', '责', '限', '件', '享', '道', '态', '亿', '义', '标', '增', '雷', '员', '人', '大', '软', '变', '现', '学', '户', '求', '送', '需', '形', '江', '制', '交', '读', '布', '子', '页', '场', '议', '位', '元', '详', '构', '并', '老', '条', '角', '理', '雅', '按', '像', '技', '市', '相', '注', '例', '心', '社', '败', '功', '听', '机', '些', '预', '此', '笑', '起', '经', '中', '分', '频', '排', '保', '入', '接', '球', '是', '书', '评', '院', '计', '有', '图', '没', '查', '企', '为', '车', '系', '址', '县', '只', '开', '设', '货', '清', '司']",程,案,"['移', '科', '秒']"
414,414,企,人,4.6551120676286475,"('人', '亻')",[98897],1,e4bc81,35,"['余', '今', '从', '会', '人', '以', '介']",7,"['角', '册', '解', '化', '将', '引', '问', '水', '断', '形', '需', '败', '连', '录', '备', '别', '整', '北', '只', '如', '索', '计', '社', '称', '钮', '队', '开', '市', '产', '电', '处', '程', '型', '进', '员', '评', '号', '东', '左', '度', '报', '游', '初', '集', '填', '素', '再', '制', '藏', '公', '宋', '右', '点', '服', '检', '闭', '理', '应', '命', '拉', '秒', '雅', '专', '原', '预', '类', '为', '星', '国', '密', '前', '版', '友', '这', '景', '本', '个', '些', '注', '三', '周', '库', '视', '书', '海', '多', '交', '速', '税', '十', '钟', '技']",以,多,"['从', '会', '人']"
415,415,填,土,3.632375238004687,"('土',)",[69856],1,e5a1ab,10,"['基', '增', '土', '地', '城', '型', '在', '场', '址']",9,"['提', '链', '为', '里', '人', '密', '木', '月', '回', '介', '装', '述', '析', '频', '素', '大', '但', '容', '过', '页', '书', '球', '日', '完', '景', '向', '动', '统', '和', '代', '不', '京', '山', '英', '他', '启', '笑', '多', '哈', '转', '道', '取', '器', '系', '构', '修', '本', '算', '考', '注', '未', '息', '周', '组', '左', '复', '经', '共', '台', '需', '运', '好', '北', '南', '友', '像', '重', '余', '还', '任', '思', '老', '技', '规', '认', '下', '中', '除', '程', '合', '年', '只', '库', '供', '微', '员', '超', '整', '题', '分', '期', '输', '视', '级', '雷', '同', '询', '您', '时']",址,思,"['增', '地', '基']"
416,416,装,衣,6.124677920419723,"('衣', '衤')",[99741],1,e8a385,2,['表'],1,"['含', '形', '由', '享', '司', '供', '板', '木', '县', '选', '大', '载', '项', '简', '务', '宋', '台', '错', '析', '真', '有', '还', '经', '例', '优', '平', '交', '则', '打', '里', '速', '格', '子', '别', '四', '问', '女', '处', '态', '常', '清', '列', '得', '稍', '陆', '左', '意', '需', '南', '国', '信', '软', '场', '变', '素', '方', '景', '误', '待', '销', '东', '票', '传', '员', '当', '相', '拉', '报', '游', '持', '超', '链', '情', '技', '话', '事', '理', '示', '私', '月', '数', '全', '反', '提', '城', '近', '或', '试', '启', '商', '周', '找', '都', '制', '计', '局', '考', '视', '购']",表,全,
417,417,队,阝,5.658595760256242,"('邑', '阜', '阝')",[83266],1,e9989f,9,"['部', '限', '除', '邮', '阳', '陆', '都', '院']",8,"['流', '权', '密', '可', '您', '司', '将', '出', '链', '微', '责', '城', '先', '询', '业', '店', '性', '现', '和', '打', '货', '立', '字', '里', '销', '今', '系', '优', '辑', '按', '共', '安', '个', '形', '直', '活', '话', '女', '称', '分', '么', '子', '三', '符', '次', '件', '册', '序', '签', '提', '哈', '软', '步', '例', '查', '上', '画', '四', '多', '东', '技', '超', '主', '表', '退', '修', '山', '始', '管', '看', '含', '及', '开', '清', '专', '义', '笑', '达', '发', '初', '不', '所', '存', '方', '书', '告', '影', '请', '定', '日', '供', '频', '最', '学', '名', '对', '界', '向']",都,看,"['除', '阳', '邮']"
418,418,右,口,4.858950792971084,"('囗', '口')",[65917],1,e58fb3,30,"['周', '后', '告', '向', '品', '号', '司', '口', '可', '听', '和', '商', '合', '同', '名', '命', '启', '器', '员', '只', '台', '含', '哈', '否']",24,"['统', '最', '制', '体', '所', '货', '稍', '购', '径', '版', '则', '问', '定', '构', '展', '期', '现', '说', '换', '安', '钮', '预', '车', '调', '重', '门', '导', '科', '容', '家', '税', '番', '何', '余', '错', '利', '序', '我', '近', '华', '断', '土', '过', '型', '停', '影', '格', '产', '尔', '没', '片', '微', '大', '来', '项', '选', '中', '软', '清', '政', '会', '速', '称', '评', '表', '钟', '从', '主', '件', '排', '日', '也', '您', '取', '五', '增', '米', '下', '对', '该', '时', '先', '性', '经', '由', '保', '试', '库', '享', '找', '分', '稿', '样', '思', '午', '息']",后,现,"['品', '口', '听']"
419,419,章,立,5.913622998438846,"('立',)",[46028],1,e7aba0,4,"['端', '立', '站']",3,"['学', '加', '意', '然', '真', '这', '南', '友', '查', '退', '江', '增', '市', '工', '下', '应', '传', '设', '木', '败', '标', '销', '值', '张', '审', '午', '断', '检', '布', '址', '取', '规', '否', '箱', '法', '因', '都', '场', '录', '展', '备', '客', '管', '移', '先', '头', '导', '使', '错', '山', '明', '亿', '两', '必', '确', '制', '份', '启', '运', '换', '少', '位', '组', '北', '字', '序', '图', '核', '安', '报', '节', '理', '连', '该', '员', '实', '起', '业', '表', '倍', '名', '技', '反', '历', '发', '车', '计', '权', '也', '页', '格', '情', '器', '心', '男', '到', '思', '按', '原']",站,录,
420,420,岁,山,6.022747832447243,"('山',)",[93115],1,e5b281,2,['山'],1,"['组', '有', '反', '场', '法', '因', '正', '停', '种', '待', '闭', '调', '请', '元', '核', '注', '络', '集', '拉', '笑', '账', '月', '陆', '目', '再', '五', '加', '辑', '增', '到', '了', '展', '告', '标', '败', '者', '投', '享', '影', '公', '动', '数', '备', '如', '番', '单', '章', '频', '始', '好', '传', '一', '软', '密', '超', '国', '复', '少', '共', '索', '预', '品', '收', '立', '击', '意', '商', '源', '当', '除', '北', '退', '去', '第', '土', '游', '量', '设', '西', '考', '模', '午', '选', '速', '规', '应', '止', '流', '串', '任', '环', '稿', '税', '修', '转', '必', '素', '队', '容', '编']",山,注,
421,421,都,阝,8.302085168593658,"('邑', '阜', '阝')",[72368],1,e983bd,9,"['部', '限', '除', '邮', '阳', '陆', '队', '院']",8,"['符', '箱', '老', '制', '再', '算', '业', '省', '引', '来', '工', '必', '效', '说', '岁', '误', '星', '车', '库', '意', '计', '与', '角', '元', '设', '问', '换', '断', '可', '前', '络', '变', '动', '认', '亿', '则', '情', '装', '他', '华', '及', '尔', '导', '序', '评', '山', '标', '得', '科', '万', '代', '报', '思', '待', '广', '环', '微', '级', '应', '送', '额', '串', '复', '上', '消', '败', '义', '门', '告', '打', '析', '到', '源', '英', '好', '称', '取', '排', '五', '运', '推', '否', '因', '查', '技', '击', '一', '述', '能', '心', '力', '活', '调', '优', '错', '化', '法', '藏', '检', '频']",除,击,"['部', '队', '院']"
422,422,科,禾,5.286419871199914,"('禾',)",[70626],1,e7a791,10,"['私', '秒', '移', '税', '稿', '称', '种', '稍', '程']",9,"['期', '键', '指', '最', '你', '年', '注', '情', '意', '条', '错', '感', '专', '了', '则', '北', '道', '打', '治', '前', '女', '册', '购', '持', '电', '司', '钟', '说', '雅', '海', '字', '符', '管', '为', '频', '者', '并', '族', '箱', '案', '整', '参', '供', '录', '务', '使', '新', '提', '小', '器', '书', '口', '复', '成', '定', '装', '向', '相', '示', '他', '基', '需', '单', '节', '里', '直', '同', '值', '检', '方', '东', '具', '开', '台', '板', '版', '机', '容', '立', '接', '步', '据', '法', '运', '设', '闭', '宋', '素', '义', '邮', '多', '老', '阳', '全', '在', '第', '初', '少']",税,宋,"['种', '秒', '稍']"
423,423,技,扌,4.9601991760876905,"('扌', '手')",[83301],1,e68a80,17,"['投', '打', '换', '接', '指', '据', '持', '报', '按', '找', '播', '提', '推', '排', '拉']",15,"['为', '话', '箱', '评', '串', '您', '于', '态', '容', '当', '多', '步', '也', '户', '们', '核', '汽', '角', '计', '机', '费', '城', '流', '性', '现', '约', '场', '工', '何', '水', '定', '好', '地', '发', '省', '络', '增', '语', '考', '消', '局', '制', '广', '内', '院', '述', '停', '确', '责', '重', '正', '名', '结', '星', '单', '集', '查', '传', '相', '南', '宋', '家', '密', '从', '全', '稍', '解', '心', '口', '化', '端', '海', '月', '其', '击', '索', '和', '原', '否', '客', '造', '止', '案', '输', '部', '是', '哈', '有', '里', '信', '视', '以', '连', '息', '些', '样', '符']",投,哈,"['换', '拉', '报']"
424,424,析,木,4.064860823829862,"('木',)",[98871],1,e69e90,20,"['案', '标', '查', '木', '样', '核', '模', '机', '检', '来', '条', '格', '果', '板', '本', '构', '权', '束', '未']",19,"['有', '详', '同', '江', '并', '购', '户', '问', '余', '上', '组', '修', '册', '雷', '类', '代', '步', '全', '则', '页', '主', '会', '变', '看', '确', '内', '专', '治', '调', '键', '共', '我', '相', '元', '重', '门', '站', '明', '市', '片', '需', '放', '年', '但', '预', '水', '岁', '速', '好', '按', '证', '京', '过', '没', '番', '局', '得', '单', '于', '提', '其', '型', '任', '责', '编', '秒', '现', '十', '土', '解', '改', '工', '源', '广', '列', '画', '右', '都', '完', '二', '图', '额', '章', '败', '交', '家', '种', '客', '以', '方', '间', '人', '介', '更', '产', '心', '款']",案,专,"['构', '本', '未']"
425,425,读,讠,5.130147204756977,"('讠', '言')",[58653],1,e8afbb,20,"['话', '评', '认', '议', '请', '调', '说', '语', '试', '证', '记', '设', '论', '该', '计', '详', '误', '询']",18,"['少', '不', '意', '户', '看', '频', '案', '义', '核', '排', '重', '共', '私', '雷', '票', '情', '反', '万', '索', '账', '视', '价', '到', '业', '辑', '经', '江', '性', '需', '总', '向', '如', '东', '通', '还', '页', '费', '地', '列', '成', '人', '亿', '华', '存', '图', '家', '播', '门', '哈', '时', '个', '可', '器', '构', '选', '作', '京', '游', '在', '功', '级', '送', '移', '件', '修', '此', '邮', '二', '内', '找', '您', '线', '正', '改', '些', '导', '常', '元', '分', '道', '清', '山', '运', '起', '像', '回', '初', '字', '力', '审', '造', '五', '称', '键']",记,作,"['评', '计', '话']"
426,426,族,方,4.7382752377422594,"('方',)",[71869],1,e6978f,2,['方'],1,"['正', '送', '但', '设', '从', '任', '组', '提', '队', '画', '门', '复', '解', '原', '功', '规', '载', '放', '钟', '木', '成', '步', '格', '应', '星', '起', '到', '男', '要', '介', '频', '是', '软', '装', '只', '份', '社', '环', '清', '国', '里', '购', '司', '界', '立', '思', '重', '义', '先', '限', '辑', '位', '品', '变', '山', '此', '机', '相', '右', '语', '多', '读', '常', '打', '整', '五', '经', '止', '商', '检', '付', '看', '何', '道', '构', '万', '记', '藏', '资', '东', '台', '私', '找', '没', '调', '消', '事', '核', '话', '计', '体', '对', '员', '完', '目', '雷', '者', '除', '评', '您']",方,完,
427,427,达,辶,6.2657142452987395,"('辶',)",[94588],1,e8bebe,16,"['通', '近', '道', '过', '这', '退', '选', '还', '运', '连', '进', '送', '造', '述', '速']",15,"['宋', '页', '外', '参', '族', '设', '给', '编', '码', '将', '于', '所', '场', '单', '电', '及', '倍', '平', '公', '方', '里', '失', '资', '超', '没', '费', '以', '或', '具', '动', '等', '户', '然', '版', '影', '核', '局', '容', '论', '车', '结', '填', '员', '江', '个', '女', '信', '库', '主', '景', '哈', '游', '年', '历', '汽', '权', '称', '语', '求', '模', '优', '得', '你', '今', '只', '完', '视', '海', '清', '现', '左', '链', '检', '务', '解', '箱', '天', '工', '何', '线', '播', '藏', '国', '束', '起', '介', '换', '板', '册', '尔', '源', '流', '别', '书', '期', '安', '载']",还,没,"['近', '这', '连']"
428,428,份,亻,5.718018000371982,"('人', '亻')",[70542],1,e4bbbd,35,"['但', '传', '作', '价', '供', '优', '使', '任', '停', '修', '信', '值', '位', '例', '何', '保', '像', '代', '体', '倍', '付', '他', '们', '你', '件', '亿']",26,"['完', '参', '推', '退', '未', '子', '县', '新', '素', '议', '雅', '年', '列', '方', '画', '陆', '中', '速', '检', '将', '易', '标', '周', '力', '学', '门', '五', '增', '给', '秒', '了', '日', '册', '相', '移', '只', '误', '笑', '司', '是', '少', '务', '主', '预', '钮', '电', '业', '海', '么', '变', '感', '上', '链', '装', '放', '产', '事', '左', '者', '本', '限', '器', '机', '思', '组', '章', '核', '去', '局', '导', '由', '目', '进', '败', '页', '如', '备', '广', '没', '果', '情', '听', '平', '约', '初', '费', '角', '取', '账', '展', '可', '级']",付,议,"['位', '件', '信']"
429,429,将,寸,6.83526426039258,"('寸',)",[45163],1,e5b086,3,"['对', '导']",2,"['第', '收', '看', '断', '清', '传', '转', '地', '消', '号', '事', '板', '邮', '四', '稿', '功', '省', '心', '报', '串', '听', '不', '头', '于', '命', '资', '享', '原', '程', '评', '星', '排', '辑', '使', '款', '明', '易', '在', '公', '保', '重', '或', '客', '门', '购', '汽', '异', '票', '多', '同', '定', '可', '实', '新', '优', '户', '变', '机', '男', '通', '产', '余', '输', '制', '步', '感', '初', '现', '价', '责', '展', '子', '符', '错', '番', '亿', '条', '私', '法', '未', '增', '样', '稍', '学', '科', '但', '志', '平', '体', '直', '击', '站', '去', '络', '北', '理', '主', '回', '所', '件']",对,现,
430,430,也,乙,8.129490866830958,"('乙', '乚', '乛')",[75863],1,e4b99f,2,['书'],1,"['展', '出', '收', '机', '工', '我', '右', '阳', '约', '组', '可', '视', '友', '邮', '合', '藏', '选', '对', '示', '始', '余', '老', '名', '读', '频', '查', '正', '技', '感', '能', '介', '器', '别', '员', '多', '二', '符', '从', '说', '站', '价', '含', '动', '级', '原', '您', '类', '超', '称', '此', '否', '男', '华', '中', '信', '由', '么', '地', '与', '相', '司', '雅', '意', '移', '址', '点', '口', '基', '专', '当', '设', '连', '义', '族', '经', '公', '转', '述', '米', '回', '上', '送', '给', '钟', '和', '任', '四', '格', '认', '将', '例', '笑', '只', '利', '指', '起', '布', '则', '达', '运']",书,您,
431,431,他,亻,8.350001644578306,"('人', '亻')",[43511],1,e4bb96,35,"['但', '传', '作', '价', '供', '优', '使', '任', '停', '修', '信', '值', '位', '例', '何', '保', '像', '代', '体', '倍', '付', '份', '们', '你', '件', '亿']",26,"['指', '这', '约', '书', '换', '县', '素', '出', '组', '器', '证', '将', '除', '元', '五', '册', '或', '交', '评', '节', '别', '前', '模', '库', '类', '详', '享', '来', '设', '感', '密', '度', '项', '内', '年', '两', '所', '易', '环', '号', '规', '店', '角', '线', '同', '本', '简', '重', '字', '近', '户', '导', '进', '展', '级', '部', '异', '息', '图', '土', '成', '应', '和', '告', '必', '闭', '法', '箱', '通', '您', '税', '及', '需', '计', '账', '影', '论', '广', '该', '结', '品', '单', '心', '检', '界', '哈', '治', '义', '络', '员', '读', '宋']",传,单,"['位', '价', '值']"
432,432,们,亻,8.69637649570969,"('人', '亻')",[80578],1,e4bbac,35,"['但', '传', '作', '价', '供', '优', '使', '任', '停', '修', '信', '值', '位', '例', '何', '保', '像', '代', '体', '倍', '付', '份', '他', '你', '件', '亿']",26,"['组', '整', '五', '需', '司', '号', '期', '子', '找', '此', '直', '来', '产', '态', '接', '端', '运', '工', '画', '员', '话', '钟', '前', '源', '装', '项', '回', '试', '投', '增', '额', '是', '后', '情', '异', '别', '必', '常', '社', '列', '或', '达', '格', '学', '科', '息', '家', '于', '客', '业', '器', '章', '片', '真', '复', '影', '称', '算', '全', '发', '进', '新', '求', '因', '对', '串', '思', '其', '处', '安', '填', '天', '超', '星', '程', '案', '广', '购', '清', '闭', '计', '断', '签', '成', '海', '专', '送', '秒', '更']",件,算,"['倍', '优', '价']"
433,433,哈,口,6.829887138555818,"('囗', '口')",[99771],1,e59388,30,"['周', '后', '告', '向', '品', '号', '司', '口', '可', '听', '和', '商', '合', '同', '名', '命', '启', '器', '员', '只', '台', '含', '右', '否']",24,"['给', '集', '角', '键', '对', '级', '待', '么', '称', '里', '男', '此', '运', '了', '得', '付', '装', '感', '税', '结', '阳', '具', '位', '表', '报', '频', '费', '持', '岁', '三', '有', '省', '详', '水', '共', '码', '午', '或', '你', '平', '功', '理', '购', '构', '西', '电', '从', '好', '异', '常', '额', '线', '样', '相', '求', '出', '业', '队', '作', '性', '记', '次', '但', '库', '除', '经', '权', '南', '别', '问', '外', '广', '题', '学', '去', '新', '视', '门', '展', '签', '专', '目', '接', '章', '需', '米', '量', '算', '山', '径', '雷', '组', '环', '公', '客']",员,午,"['周', '名', '合']"
434,434,局,尸,5.279549853336378,"('尸',)",[91077],1,e5b180,2,['展'],1,"['正', '息', '于', '购', '头', '两', '端', '平', '速', '码', '尔', '公', '邮', '节', '异', '停', '清', '格', '下', '游', '户', '序', '目', '里', '输', '点', '法', '司', '论', '指', '同', '能', '系', '第', '需', '左', '明', '资', '付', '评', '去', '多', '拉', '哈', '队', '排', '计', '只', '货', '也', '造', '了', '角', '二', '表', '形', '反', '者', '持', '集', '程', '版', '说', '工', '实', '题', '作', '报', '签', '装', '话', '制', '城', '参', '该', '但', '地', '上', '藏', '向', '利', '是', '现', '责', '成', '束', '书', '动', '国', '总', '周', '给', '定', '增', '事', '审', '族', '情', '大']",展,形,
435,435,否,口,5.282263185042563,"('囗', '口')",[33476],1,e590a6,30,"['周', '后', '告', '向', '品', '号', '司', '口', '可', '听', '和', '商', '合', '同', '名', '命', '启', '器', '员', '只', '台', '含', '右', '哈']",24,"['则', '此', '字', '达', '编', '辑', '钮', '该', '优', '工', '家', '项', '找', '省', '重', '汽', '机', '失', '是', '任', '次', '与', '户', '键', '效', '打', '息', '义', '数', '组', '将', '代', '多', '方', '转', '道', '资', '符', '推', '记', '一', '北', '前', '评', '录', '南', '果', '心', '感', '值', '货', '思', '库', '开', '月', '之', '天', '么', '山', '番', '技', '备', '视', '来', '装', '站', '上', '消', '原', '败', '按', '明', '证', '服', '市', '分', '选', '部', '但', '何', '送', '考', '利', '参', '并', '友', '土', '动', '程', '求', '头']",周,何,"['器', '商', '告']"
436,436,链,钅,4.479467497505571,"('钅', '金')",[64414],1,e993be,7,"['错', '钟', '钮', '销', '键']",5,"['含', '笑', '组', '先', '报', '如', '还', '期', '力', '英', '近', '款', '符', '造', '片', '退', '器', '化', '项', '元', '都', '证', '评', '据', '功', '章', '到', '岁', '考', '提', '串', '展', '取', '初', '感', '学', '里', '一', '版', '人', '部', '题', '书', '放', '束', '通', '账', '实', '雅', '节', '设', '签', '同', '限', '优', '必', '倍', '规', '参', '么', '义', '票', '代', '得', '阳', '告', '由', '地', '说', '使', '共', '税', '称', '价', '请', '年', '合', '汽', '问', '构', '投', '产', '闭', '消', '三', '听', '该', '球', '型', '推', '送', '达', '体', '传', '华', '基', '密', '时', '从']",键,退,"['钟', '销', '钮']"
437,437,序,广,3.633287459856826,"('广',)",[33144],1,e5ba8f,6,"['广', '应', '店', '度', '库']",5,"['辑', '万', '科', '名', '模', '情', '调', '但', '商', '两', '销', '得', '京', '此', '将', '据', '只', '真', '确', '票', '付', '小', '新', '队', '评', '败', '米', '单', '打', '签', '原', '过', '事', '人', '义', '江', '或', '件', '停', '余', '专', '布', '反', '海', '么', '按', '书', '电', '展', '稍', '不', '话', '需', '正', '到', '流', '元', '告', '同', '门', '因', '倍', '并', '这', '必', '题', '分', '络', '计', '消', '四', '雅', '选', '推', '以', '议', '可', '业', '考', '心', '链', '换', '男', '法', '回', '些', '社', '直', '南', '女', '秒', '大', '和', '们', '章', '平', '修', '种']",应,门,"['度', '广', '店']"
438,438,之,丿,7.327829223176063,"('丿', '乀', '乁')",[55030],1,e4b98b,2,['么'],1,"['态', '先', '址', '常', '电', '价', '客', '经', '购', '化', '限', '交', '但', '与', '然', '应', '看', '功', '展', '本', '说', '参', '未', '像', '表', '真', '水', '当', '标', '软', '权', '代', '队', '证', '启', '复', '星', '了', '番', '检', '析', '列', '于', '库', '车', '片', '倍', '立', '通', '名', '这', '单', '试', '设', '键', '产', '没', '种', '否', '院', '容', '转', '利', '尔', '组', '江', '视', '数', '注', '增', '章', '述', '评', '周', '必', '米', '换', '第', '向', '基', '活', '者', '进', '内', '还', '径', '因', '起', '市', '除', '出', '人', '议', '及', '政', '小', '导', '完', '录']",么,这,
439,439,院,阝,5.361465859543966,"('邑', '阜', '阝')",[94923],1,e999a2,9,"['部', '限', '除', '邮', '阳', '陆', '队', '都']",8,"['当', '立', '省', '来', '类', '传', '换', '汽', '辑', '这', '连', '间', '安', '女', '话', '功', '合', '余', '家', '含', '张', '据', '资', '效', '到', '期', '数', '重', '税', '闭', '宋', '现', '完', '样', '发', '专', '主', '错', '异', '果', '国', '过', '存', '退', '私', '增', '少', '球', '本', '图', '真', '引', '断', '以', '加', '其', '息', '络', '册', '启', '及', '江', '投', '局', '否', '对', '共', '感', '里', '明', '装', '地', '意', '态', '方', '器', '算', '源', '填', '电', '土', '取', '人', '商', '见', '量', '直', '北', '星', '店', '列', '语', '结', '端', '目', '利', '制']",邮,络,"['陆', '阳', '除']"
440,440,所,戶,7.131364881677529,"('戶',)",[32938],1,e68980,2,['户'],1,"['雅', '直', '听', '员', '木', '模', '限', '速', '分', '汽', '本', '情', '稿', '通', '是', '右', '设', '确', '件', '外', '管', '告', '你', '午', '表', '票', '山', '论', '或', '增', '家', '送', '项', '尔', '清', '超', '原', '微', '果', '形', '前', '查', '位', '科', '册', '交', '责', '含', '性', '道', '好', '初', '样', '及', '述', '为', '败', '完', '社', '装', '少', '方', '起', '但', '公', '符', '子', '角', '南', '十', '还', '消', '者', '小', '重', '大', '供', '推', '构', '画', '水', '询', '启', '第', '指', '么', '一', '价', '计', '格', '条', '记', '动', '请', '何', '解', '应', '历', '额', '章']",户,送,
441,441,是,日,9.64713569626416,"('日',)",[21043],1,e698af,7,"['时', '明', '星', '日', '景', '易']",6,"['周', '例', '平', '县', '移', '年', '间', '商', '字', '收', '义', '步', '论', '货', '局', '量', '因', '复', '清', '企', '球', '城', '钟', '番', '原', '画', '女', '制', '邮', '再', '一', '功', '试', '优', '达', '二', '使', '认', '止', '示', '最', '华', '此', '然', '经', '治', '分', '任', '笑', '天', '反', '四', '机', '语', '结', '导', '模', '该', '正', '木', '打', '键', '则', '提', '责', '报', '两', '密', '速', '现', '初', '证', '称', '列', '错', '务', '审', '级', '议', '增', '请', '息', '万', '造', '器', '除', '业', '不', '右', '断', '核', '尔', '环', '进', '指', '引', '新', '串', '章']",景,止,"['明', '时', '星']"
442,442,箱,⺮,5.000044745013792,"('⺮', '竹')",[74396],1,e7aeb1,9,"['算', '等', '简', '管', '符', '笑', '签', '第']",8,"['提', '信', '重', '两', '未', '款', '货', '选', '版', '级', '基', '新', '效', '从', '品', '学', '前', '通', '海', '址', '推', '持', '输', '活', '类', '钟', '统', '责', '造', '停', '县', '优', '雷', '始', '人', '数', '更', '老', '米', '与', '心', '保', '送', '或', '布', '源', '示', '成', '江', '雅', '科', '门', '再', '单', '易', '告', '问', '政', '必', '论', '女', '接', '使', '线', '哈', '设', '稿', '点', '日', '超', '工', '号', '异', '销', '变', '理', '岁', '记', '二', '些', '像', '本', '南', '大', '亿', '作', '启', '规', '反', '多', '影', '头', '看', '有', '退', '客', '详', '断', '给']",第,活,"['管', '等', '笑']"
