,language,tokenizer,word,suffix,word_final_token,group,both_pair,suffix_pair,neither_pair,dectile
27085,Russian,llama3,свечи,и,1840,"['флаги', 'кисти', 'грехи', 'брови']",свечи,сдачи,эфира,7
27086,Russian,llama3,философом,ом,12507,"['переносом', 'протестом', 'призраком', 'куратором']",философом,стадионом,семействе,0
27087,Russian,llama3,анархистов,ов,6856,"['аэродромов', 'аборигенов', 'финалистов', 'характеров']",анархистов,артефактов,грамматике,0
27088,Russian,llama3,золотом,ом,12507,"['голосом', 'народом', 'выходом', 'номером']",золотом,советом,формате,8
27089,Russian,llama3,тиражом,ом,12507,"['отрядом', 'экраном', 'поиском', 'разумом']",тиражом,океаном,сплетни,5
27090,Russian,llama3,шведы,ы,4655,"['шторы', 'арабы', 'нравы', 'тропы']",шведы,виллы,бомбе,4
27091,Russian,llama3,яблоками,ами,50807,"['юристами', 'жалобами', 'стрелами', 'породами']",яблоками,японцами,слушаний,0
27092,Russian,llama3,объекты,ы,4655,"['пределы', 'проекты', 'размеры', 'комнаты']",объекты,картины,функции,9
27093,Russian,llama3,объекта,а,1506,"['вопроса', 'бизнеса', 'состава', 'проекта']",объекта,порядка,сердцем,9
27094,Russian,llama3,объектов,ов,6856,"['проектов', 'способов', 'факторов', 'ресурсов']",объектов,регионов,операции,9
27095,Russian,llama3,объектом,ом,12507,"['периодом', 'фактором', 'символом', 'размером']",объектом,чувством,жидкости,8
27096,Russian,llama3,диском,ом,12507,"['блюдом', 'этажом', 'трупом', 'борцом']",диском,боссом,смазки,0
27097,Russian,llama3,истоков,ов,6856,"['мотивов', 'алмазов', 'медиков', 'архивов']",истоков,рельсов,хищении,5
27098,Russian,llama3,ресурсов,ов,6856,"['факторов', 'объектов', 'расходов', 'проектов']",ресурсов,клиентов,новостей,9
27099,Russian,llama3,ресурсами,ами,50807,"['командами', 'чувствами', 'факторами', 'размерами']",ресурсами,клиентами,командиры,6
27100,Russian,llama3,шоколадом,ом,12507,"['логотипом', 'скандалом', 'епископом', 'обстрелом']",шоколадом,партнёром,беженцами,1
27101,Russian,llama3,порыве,е,1532,"['забеге', 'рукаве', 'утрате', 'хвосте']",порыве,дерьме,алмазы,3
27102,Russian,llama3,греки,и,1840,"['орехи', 'слуги', 'треки', 'кражи']",греки,биржи,фирму,6
27103,Russian,llama3,кошмары,ы,4655,"['доброты', 'похвалы', 'пробелы', 'варвары']",кошмары,фонтаны,месяцам,3
27104,Russian,llama3,дереву,у,3865,"['голосу', 'тексту', 'образу', 'номеру']",дереву,корону,гостям,6
27105,Russian,llama3,дереве,е,1532,"['запасе', 'страхе', 'отказе', 'погоде']",дереве,старте,короли,6
27106,Russian,llama3,огороде,е,1532,"['кодексе', 'осмотре', 'климате', 'топливе']",огороде,приезде,доноров,2
27107,Russian,llama3,врага,а,1506,"['храма', 'штаба', 'этапа', 'моста']",врага,срока,этапе,9
27108,Russian,llama3,комнаты,ы,4655,"['команды', 'пределы', 'размеры', 'расходы']",комнаты,ресурсы,причине,9
27109,Russian,llama3,комнате,е,1532,"['природе', 'продаже', 'проекте', 'команде']",комнате,планете,занятия,9
27110,Russian,llama3,лицу,у,3865,"['ряду', 'тему', 'жену', 'саду']",лицу,вину,долю,9
27111,Russian,llama3,лицом,ом,12507,"['видом', 'годом', 'миром', 'летом']",лицом,утром,семье,9
27112,Russian,llama3,меры,ы,4655,"['веры', 'темы', 'думы', 'горы']",меры,цены,воли,9
27113,Russian,llama3,меру,у,3865,"['думу', 'реку', 'кожу', 'веру']",меру,лигу,типы,8
27114,Russian,llama3,мерами,ами,50807,"['ночами', 'рабами', 'ценами', 'телами']",мерами,яйцами,вклады,5
27115,Russian,llama3,взлома,а,1506,"['шторма', 'досуга', 'взвода', 'хвоста']",взлома,приюта,бренды,5
27116,Russian,llama3,декаде,е,1532,"['фасаде', 'колесе', 'облаке', 'наряде']",декаде,тракте,стебля,1
27117,Russian,llama3,сроками,ами,50807,"['ягодами', 'схемами', 'плодами', 'школами']",сроками,войнами,томатов,1
27118,Russian,llama3,шагов,ов,6856,"['типов', 'зубов', 'богов', 'лесов']",шагов,жуков,нужды,8
27119,Russian,llama3,шагу,у,3865,"['жару', 'духу', 'беду', 'кашу']",шагу,тату,миры,6
27120,Russian,llama3,шаге,е,1532,"['бане', 'вузе', 'зиме', 'боге']",шаге,сыне,икры,5
27121,Russian,llama3,атрибуты,ы,4655,"['преграды', 'мертвецы', 'синонимы', 'сегменты']",атрибуты,дельфины,сериалах,2
27122,Russian,llama3,подходы,ы,4655,"['державы', 'символы', 'составы', 'запросы']",подходы,конфеты,милости,7
27123,Russian,llama3,моторы,ы,4655,"['хвосты', 'насосы', 'парады', 'засады']",моторы,спермы,танцам,2
27124,Russian,llama3,мотора,а,1506,"['шторма', 'взлома', 'взвода', 'треста']",мотора,приюта,гривны,5
27125,Russian,llama3,моторов,ов,6856,"['орденов', 'арестов', 'опросов', 'экранов']",моторов,раундов,булочки,3
27126,Russian,llama3,мотором,ом,12507,"['колесом', 'дворцом', 'вылетом', 'вызовом']",мотором,блеском,наклона,2
27127,Russian,llama3,ягодами,ами,50807,"['школами', 'плодами', 'схемами', 'сроками']",ягодами,войнами,молотов,1
27128,Russian,llama3,смолы,ы,4655,"['марты', 'шпоры', 'залпы', 'альфы']",смолы,титры,нитью,0
27129,Russian,llama3,показа,а,1506,"['запаса', 'заказа', 'похода', 'соседа']",показа,пакета,вагоны,7
27130,Russian,llama3,валюты,ы,4655,"['трассы', 'отмены', 'беседы', 'могилы']",валюты,истины,поезде,8
27131,Russian,llama3,спроса,а,1506,"['товара', 'вывода', 'адреса', 'малыша']",спроса,разума,длиной,8
27132,Russian,llama3,дворцом,ом,12507,"['вызовом', 'вылетом', 'колесом', 'мотором']",дворцом,блеском,песенки,2
27133,Russian,llama3,призывы,ы,4655,"['субботы', 'снаряды', 'конторы', 'карманы']",призывы,свинины,бабушку,6
27134,Russian,llama3,отряды,ы,4655,"['отмены', 'беседы', 'валюты', 'трассы']",отряды,убийцы,добычи,8
27135,Russian,llama3,отрядом,ом,12507,"['экраном', 'вирусом', 'поиском', 'разумом']",отрядом,океаном,альбоме,5
27136,Russian,llama3,отряде,е,1532,"['успехе', 'отборе', 'домике', 'уплате']",отряде,армяне,эсеров,4
27137,Russian,llama3,повара,а,1506,"['ствола', 'гриппа', 'парада', 'рубежа']",повара,штрафа,орбите,6
27138,Russian,llama3,поваром,ом,12507,"['вычетом', 'отдыхом', 'рукавом', 'женихом']",поваром,фанатом,допросы,0
27139,Russian,llama3,роду,у,3865,"['носу', 'телу', 'лету', 'перу']",роду,льду,беды,7
27140,Russian,llama3,связей,ей,21708,"['частей', 'врачей', 'статей', 'друзей']",связей,парней,чтения,9
27141,Russian,llama3,пороге,е,1532,"['отмене', 'беседе', 'пожаре', 'оплате']",пороге,добыче,жениха,7
27142,Russian,llama3,татары,ы,4655,"['ангелы', 'экраны', 'стрелы', 'юристы']",татары,ширины,штурма,7
27143,Russian,llama3,мостике,е,1532,"['подиуме', 'трамвае', 'синтезе', 'коммуне']",мостике,лавочке,судьбах,0
27144,Russian,llama3,дурака,а,1506,"['жениха', 'опроса', 'обкома', 'черепа']",дурака,сената,идиоты,7
27145,Russian,llama3,соусом,ом,12507,"['шестом', 'долгом', 'концом', 'флотом']",соусом,поэтом,выдаче,6
27146,Russian,llama3,кругу,у,3865,"['сферу', 'главу', 'массу', 'брату']",кругу,длину,парню,8
27147,Russian,llama3,круге,е,1532,"['слове', 'траве', 'входе', 'норме']",круге,доске,ручки,7
27148,Russian,llama3,следы,ы,4655,"['массы', 'цветы', 'карты', 'члены']",следы,суммы,богом,9
27149,Russian,llama3,таблицы,ы,4655,"['взгляды', 'факторы', 'кислоты', 'периоды']",таблицы,разницы,оборону,8
27150,Russian,llama3,таблице,е,1532,"['мужчине', 'периоде', 'примере', 'бизнесе']",таблице,картине,победой,8
27151,Russian,llama3,номера,а,1506,"['выхода', 'класса', 'страха', 'режима']",номера,романа,фунтов,9
27152,Russian,llama3,номеров,ов,6856,"['заводов', 'налогов', 'запасов', 'текстов']",номеров,романов,образца,8
27153,Russian,llama3,номеру,у,3865,"['тексту', 'голосу', 'образу', 'дереву']",номеру,ширину,колена,6
27154,Russian,llama3,номером,ом,12507,"['выходом', 'народом', 'отделом', 'золотом']",номером,спортом,заданий,8
27155,Russian,llama3,номере,е,1532,"['минуте', 'тексте', 'образе', 'полосе']",номере,романе,форума,8
27156,Russian,llama3,плодами,ами,50807,"['схемами', 'сроками', 'ягодами', 'школами']",плодами,войнами,гормона,1
27157,Russian,llama3,треки,и,1840,"['орехи', 'кражи', 'греки', 'опеки']",треки,чашки,белья,6
27158,Russian,llama3,туристы,ы,4655,"['приказы', 'альбомы', 'невесты', 'аспекты']",туристы,рекорды,ученика,7
27159,Russian,llama3,туристами,ами,50807,"['границами', 'рисунками', 'наградами', 'картинами']",туристами,игрушками,очертания,3
27160,Russian,llama3,морозы,ы,4655,"['коровы', 'посуды', 'пожары', 'льготы']",морозы,обзоры,валюту,6
27161,Russian,llama3,члены,ы,4655,"['схемы', 'нормы', 'следы', 'сферы']",члены,факты,знаки,9
27162,Russian,llama3,членом,ом,12507,"['ростом', 'столом', 'местом', 'трудом']",членом,языком,высоты,9
27163,Russian,llama3,словаре,е,1532,"['разводе', 'разгаре', 'разряде', 'альбоме']",словаре,легенде,медиков,5
27164,Russian,llama3,шторы,ы,4655,"['секты', 'нравы', 'суеты', 'шведы']",шторы,шкуры,стыке,4
27165,Russian,llama3,синонимы,ы,4655,"['сегменты', 'мертвецы', 'атрибуты', 'преграды']",синонимы,аккаунты,гармонию,2
27166,Russian,llama3,пирамиды,ы,4655,"['масштабы', 'молекулы', 'гипотезы', 'кукурузы']",пирамиды,обезьяны,эффектом,6
27167,Russian,llama3,кукурузы,ы,4655,"['масштабы', 'пирамиды', 'молекулы', 'гипотезы']",кукурузы,обезьяны,офицером,6
27168,Russian,llama3,державы,ы,4655,"['запросы', 'составы', 'приборы', 'символы']",державы,молодцы,образов,7
27169,Russian,llama3,брови,и,1840,"['грехи', 'флаги', 'свечи', 'кисти']",брови,сдачи,лодку,7
27170,Russian,llama3,этажом,ом,12507,"['блюдом', 'залпом', 'борцом', 'бредом']",этажом,гимном,азиаты,0
27171,Russian,llama3,этаже,е,1532,"['эфире', 'улице', 'сцене', 'этапе']",этаже,рынке,стихи,9
27172,Russian,llama3,солисты,ы,4655,"['террасы', 'порталы', 'вандалы', 'матросы']",солисты,мускулы,отдыхом,0
27173,Russian,llama3,кровавых,ых,63233,"['языковых', 'столовых', 'танковых', 'крылатых']",кровавых,истинных,турецким,3
27174,Russian,llama3,втором,ом,12507,"['каждом', 'первом', 'многом', 'правом']",втором,полном,близко,9
27175,Russian,llama3,крылатых,ых,63233,"['столовых', 'кровавых', 'языковых', 'танковых']",крылатых,истинных,тульская,3
27176,Russian,llama3,сетевое,ое,44867,"['суровое', 'годовое', 'деловое', 'исковое']",сетевое,смутное,скверно,0
27177,Russian,llama3,правом,ом,12507,"['многом', 'первом', 'втором', 'каждом']",правом,полном,старые,9
27178,Russian,llama3,суровое,ое,44867,"['деловое', 'годовое', 'исковое', 'сетевое']",суровое,заочное,младшую,0
27179,Russian,llama3,деловое,ое,44867,"['годовое', 'суровое', 'сетевое', 'исковое']",деловое,обидное,зелёных,0
27180,Russian,llama3,столовых,ых,63233,"['кровавых', 'танковых', 'крылатых', 'языковых']",столовых,истинных,скромная,3
27181,Russian,llama3,языковых,ых,63233,"['танковых', 'крылатых', 'кровавых', 'столовых']",языковых,истинных,вечерних,3
27182,Russian,llama3,каждом,ом,12507,"['первом', 'втором', 'правом', 'многом']",каждом,полном,второе,9
27183,Russian,llama3,многом,ом,12507,"['втором', 'первом', 'правом', 'каждом']",многом,полном,лучшие,9
27184,Russian,llama3,танковых,ых,63233,"['языковых', 'кровавых', 'крылатых', 'столовых']",танковых,памятных,голубыми,3
27185,Russian,llama3,годовое,ое,44867,"['сетевое', 'суровое', 'исковое', 'деловое']",годовое,заочное,девятая,0
27186,Russian,llama3,исковое,ое,44867,"['годовое', 'сетевое', 'суровое', 'деловое']",исковое,смутное,водяных,0
27187,Russian,llama3,первом,ом,12507,"['каждом', 'правом', 'втором', 'многом']",первом,полном,многое,9
27188,Spanish,gpt4,avalan,an,276,"['bastan', 'posean', 'captan', 'pillan']",avalan,crían,verles,3
27189,Spanish,gpt4,acumulando,ando,4988,"['gobernando', 'planteando', 'fomentando', 'aguantando']",acumulando,molestando,disfrutaba,5
27190,Spanish,gpt4,acumuló,ó,1832,"['reventó', 'soportó', 'circuló', 'remitió']",acumuló,asintió,expulsan,2
27191,Spanish,gpt4,encadenado,ado,2172,"['divorciado', 'encaminado', 'adjudicado', 'perturbado']",encadenado,movilizado,reduciría,3
27192,Spanish,gpt4,uniformado,ado,2172,"['remodelado', 'televisado', 'confiscado', 'balanceado']",uniformado,estimulado,encontrase,1
27193,Spanish,gpt4,filo,o,78,"['moro', 'noto', 'colo', 'subo']",filo,pío,dure,7
27194,Spanish,gpt4,adivinado,ado,2172,"['incautado', 'insinuado', 'camuflado', 'impugnado']",adivinado,rastreado,clausuró,0
27195,Spanish,gpt4,incorporado,ado,2172,"['investigado', 'documentado', 'concentrado', 'manifestado']",incorporado,clasificado,conseguirlo,7
27196,Spanish,gpt4,incautado,ado,2172,"['impugnado', 'adivinado', 'asfaltado', 'insinuado']",incautado,rastreado,sancionan,0
27197,Spanish,gpt4,confiscado,ado,2172,"['televisado', 'balanceado', 'remodelado', 'compensado']",confiscado,estimulado,comenzaran,1
27198,Spanish,gpt4,comparando,ando,4988,"['resultando', 'comentando', 'declarando', 'disparando']",comparando,analizando,administra,7
27199,Spanish,gpt4,comparado,ado,2172,"['instalado', 'aumentado', 'reservado', 'designado']",comparado,convocado,importaba,8
27200,Spanish,gpt4,comparan,an,276,"['imaginan', 'disparan', 'llevaran', 'fabrican']",comparan,supieran,averigua,6
27201,Spanish,gpt4,lineas,as,300,"['puntas', 'entras', 'opinas', 'señas']",lineas,perlas,saltó,7
27202,Spanish,gpt4,figurado,ado,2172,"['relevado', 'derogado', 'venerado', 'tolerado']",figurado,devorado,derogada,2
27203,Spanish,gpt4,observado,ado,2172,"['aumentado', 'integrado', 'expresado', 'comparado']",observado,convocado,potencias,8
27204,Spanish,gpt4,observo,o,78,"['aprendo', 'indigno', 'chequeo', 'informo']",observo,granizo,garante,5
27205,Spanish,gpt4,observa,a,64,"['aumenta', 'interna', 'resulta', 'reforma']",observa,apuesta,incluye,9
27206,Spanish,gpt4,observan,an,276,"['declaran', 'informan', 'aprendan', 'comentan']",observan,molestan,complica,7
27207,Spanish,gpt4,observó,ó,1832,"['provocó', 'trabajó', 'disparó', 'expresó']",observó,cumplió,respaldo,8
27208,Spanish,gpt4,importado,ado,2172,"['disputado', 'indignado', 'detectado', 'lesionado']",importado,analizado,obligando,6
27209,Spanish,gpt4,importa,a,64,"['aumenta', 'interna', 'observa', 'resulta']",importa,expresa,privado,9
27210,Spanish,gpt4,importan,an,276,"['expresan', 'aumentan', 'resultan', 'explican']",importan,hicieran,llevarse,8
27211,Spanish,gpt4,planteando,ando,4988,"['aguantando', 'fomentando', 'calentando', 'explotando']",planteando,molestando,debilitado,5
27212,Spanish,gpt4,planteamos,amos,10808,"['condenamos', 'arrancamos', 'pasábamos', 'jugábamos']",planteamos,declaramos,coincidido,2
27213,Spanish,gpt4,colapsado,ado,2172,"['encarnado', 'altercado', 'estampado', 'reiterado']",colapsado,empeorado,adscritos,3
27214,Spanish,gpt4,colapsó,ó,1832,"['retrasó', 'tropezó', 'encerró', 'aguantó']",colapsó,desafió,engancha,3
27215,Spanish,gpt4,remodelado,ado,2172,"['compensado', 'televisado', 'confiscado', 'balanceado']",remodelado,estimulado,balanceada,1
27216,Spanish,gpt4,escalado,ado,2172,"['esposado', 'alertado', 'simulado', 'laureado']",escalado,invocado,rendirá,1
27217,Spanish,gpt4,investigado,ado,2172,"['concentrado', 'documentado', 'incorporado', 'manifestado']",investigado,garantizado,expedientes,7
27218,Spanish,gpt4,colocan,an,276,"['existan', 'visitan', 'abundan', 'separan']",colocan,figuran,adoptó,7
27219,Spanish,gpt4,colocaban,an,276,"['finalizan', 'emocionan', 'debilitan', 'diviertan']",colocaban,acreditan,compremos,0
27220,Spanish,gpt4,colocó,ó,1832,"['adoptó', 'afectó', 'aplicó', 'escapó']",colocó,cubrió,mudarse,7
27221,Spanish,gpt4,gradas,as,300,"['rondas', 'quitas', 'dietas', 'reinas']",gradas,logras,notaba,6
27222,Spanish,gpt4,resaltan,an,276,"['apuestan', 'aguantan', 'remontan', 'incluyan']",resaltan,cubrían,soltando,4
27223,Spanish,gpt4,resultando,ando,4988,"['declarando', 'disparando', 'comparando', 'comentando']",resultando,analizando,funcionado,7
27224,Spanish,gpt4,resulta,a,64,"['aumenta', 'observa', 'reforma', 'interna']",resulta,defensa,visitas,9
27225,Spanish,gpt4,resultan,an,276,"['explican', 'importan', 'expresan', 'aumentan']",resultan,quedaban,ministra,8
27226,Spanish,gpt4,resultó,ó,1832,"['declaró', 'comenzó', 'informó', 'explicó']",resultó,ocurrió,tratando,9
27227,Spanish,gpt4,insultado,ado,2172,"['infectado', 'reformado', 'ingresado', 'duplicado']",insultado,unificado,respondes,5
27228,Spanish,gpt4,insulten,en,268,"['inventen', 'preceden', 'conecten', 'expanden']",insulten,circulen,salvaste,0
27229,Spanish,gpt4,defraudado,ado,2172,"['encadenado', 'perturbado', 'divorciado', 'adjudicado']",defraudado,movilizado,habilitada,3
27230,Spanish,gpt4,silenciado,ado,2172,"['preservado', 'felicitado', 'incrustado', 'encriptado']",silenciado,mecanizado,invitarlos,1
27231,Spanish,gpt4,regresó,ó,1832,"['encantó', 'incluyó', 'añadió', 'alcanzó']",regresó,asistió,traslado,8
27232,Spanish,gpt4,incrustado,ado,2172,"['silenciado', 'preservado', 'felicitado', 'encriptado']",incrustado,mecanizado,apareciste,1
27233,Spanish,gpt4,tarifas,as,300,"['afueras', 'estabas', 'excusas', 'limpias']",tarifas,cuadras,olvidó,8
27234,Spanish,gpt4,salas,as,300,"['minas', 'masas', 'metas', 'casas']",salas,hagas,pecho,9
27235,Spanish,gpt4,reinas,as,300,"['anchas', 'gradas', 'plagas', 'trabas']",reinas,fresas,atrapa,6
27236,Spanish,gpt4,colecta,a,64,"['engloba', 'retrasa', 'afronta', 'rectora']",colecta,esgrima,arraigo,4
27237,Spanish,gpt4,moderado,ado,2172,"['enterado', 'avanzado', 'apartado', 'planeado']",moderado,colocado,incluida,8
27238,Spanish,gpt4,felicitado,ado,2172,"['silenciado', 'preservado', 'incrustado', 'encriptado']",felicitado,mecanizado,buscaremos,1
27239,Spanish,gpt4,quedando,ando,4988,"['llevando', 'pensando', 'tratando', 'buscando']",quedando,hablando,salieron,9
27240,Spanish,gpt4,quedado,ado,2172,"['tratado', 'acabado', 'privado', 'firmado']",quedado,logrado,granada,9
27241,Spanish,gpt4,quedo,o,78,"['vuelo', 'pacto', 'gesto', 'listo']",quedo,logro,rabia,9
27242,Spanish,gpt4,quedas,as,300,"['fichas', 'multas', 'cargas', 'primas']",quedas,palmas,surgen,8
27243,Spanish,gpt4,quedan,an,276,"['llevan', 'fueran', 'forman', 'ayudan']",quedan,vengan,logró,9
27244,Spanish,gpt4,quedó,ó,1832,"['trató', 'llamó', 'llevó', 'lanzó']",quedó,vivió,regalo,9
27245,Spanish,gpt4,quedaras,as,300,"['repletas', 'buscabas', 'cucharas', 'aguantas']",quedaras,esponjas,circuló,2
27246,Spanish,gpt4,despidan,an,276,"['rescatan', 'trataran', 'siembran', 'quitaran']",despidan,lograban,apagaron,2
27247,Spanish,gpt4,revelando,ando,4988,"['invitando', 'apostando', 'escapando', 'liderando']",revelando,charlando,comprarte,5
27248,Spanish,gpt4,revelado,ado,2172,"['renovado', 'motivado', 'liderado', 'afirmado']",revelado,enfocado,recuento,7
27249,Spanish,gpt4,revela,a,64,"['activa', 'obliga', 'alerta', 'consta']",revela,parada,premio,9
27250,Spanish,gpt4,reveló,ó,1832,"['dedicó', 'generó', 'obligó', 'visitó']",reveló,partió,vivían,8
27251,Spanish,gpt4,proyectan,an,276,"['respaldan', 'localizan', 'volvieran', 'califican']",proyectan,descubran,quedarás,4
27252,Spanish,gpt4,dedicado,ado,2172,"['cambiado', 'separado', 'invitado', 'empezado']",dedicado,titulado,disfruta,9
27253,Spanish,gpt4,dedicó,ó,1832,"['compró', 'invitó', 'generó', 'reveló']",dedicó,partió,generan,8
27254,Spanish,gpt4,dediquen,en,268,"['obedecen', 'aguanten', 'alcancen', 'apliquen']",dediquen,aprueben,tratarlo,4
27255,Spanish,gpt4,fabricado,ado,2172,"['orientado', 'implicado', 'frustrado', 'entrenado']",fabricado,acumulado,extendida,7
27256,Spanish,gpt4,fabrica,a,64,"['aprenda', 'respira', 'lamenta', 'corrida']",fabrica,bendita,insisto,7
27257,Spanish,gpt4,fabrican,an,276,"['conectan', 'disparan', 'combinan', 'imaginan']",fabrican,supieran,cambiara,6
27258,Spanish,gpt4,continuó,ó,1832,"['organizó', 'confirmó', 'contestó', 'funcionó']",continuó,insistió,instalado,8
27259,Spanish,gpt4,contratado,ado,2172,"['controlado', 'abandonado', 'confirmado', 'recuperado']",contratado,autorizado,convierten,8
27260,Spanish,gpt4,preceden,en,268,"['insulten', 'expanden', 'conecten', 'inventen']",preceden,presiden,imagines,0
27261,Spanish,gpt4,cruzas,as,300,"['ocupas', 'tardas', 'fundas', 'cuidas']",cruzas,corras,repasa,3
27262,Spanish,gpt4,cruzan,an,276,"['norman', 'opinan', 'lanzan', 'hallan']",cruzan,sobran,duermo,7
27263,Spanish,gpt4,cruzó,ó,1832,"['saltó', 'sentó', 'salvó', 'quitó']",cruzó,cobró,dedico,7
27264,Spanish,gpt4,cruzaron,aron,13055,"['hallaron', 'tardaron', 'quemaron', 'causaron']",cruzaron,buscaron,pensaste,6
27265,Spanish,gpt4,gastando,ando,4988,"['quitando', 'montando', 'salvando', 'saltando']",gastando,firmando,dominada,6
27266,Spanish,gpt4,gastado,ado,2172,"['variado', 'hurtado', 'actuado', 'borrado']",gastado,honrado,meterte,7
27267,Spanish,gpt4,gastan,an,276,"['tardan', 'saltan', 'cuidan', 'cargan']",gastan,serian,cedido,6
27268,Spanish,gpt4,acosado,ado,2172,"['cercado', 'tallado', 'rallado', 'frenado']",acosado,llorado,hostias,4
27269,Spanish,gpt4,finalizan,an,276,"['emocionan', 'debilitan', 'diviertan', 'colocaban']",finalizan,acreditan,heredaron,0
27270,Spanish,gpt4,llamando,ando,4988,"['quedando', 'pensando', 'contando', 'llevando']",llamando,hablando,concurso,9
27271,Spanish,gpt4,llamado,ado,2172,"['cansado', 'sentado', 'ocupado', 'tratado']",llamado,logrado,avenida,9
27272,Spanish,gpt4,llamé,é,978,"['conté', 'traté', 'mandé', 'llevé']",llamé,logré,duermo,7
27273,Spanish,gpt4,llamó,ó,1832,"['lanzó', 'quedó', 'trató', 'pensó']",llamó,logró,estima,9
27274,Spanish,gpt4,llamaran,an,276,"['despidan', 'siembran', 'expulsan', 'quitaran']",llamaran,peleaban,reunirme,2
27275,Spanish,gpt4,comentando,ando,4988,"['disparando', 'declarando', 'resultando', 'comparando']",comentando,analizando,incrementa,7
27276,Spanish,gpt4,comentado,ado,2172,"['observado', 'provocado', 'comenzado', 'explicado']",comentado,convocado,preocupan,8
27277,Spanish,gpt4,comentan,an,276,"['provocan', 'aprendan', 'declaran', 'entregan']",comentan,formaban,contará,7
27278,Spanish,gpt4,comentó,ó,1832,"['declaró', 'resultó', 'comenzó', 'informó']",comentó,ocurrió,hubieran,9
27279,Spanish,gpt4,rallado,ado,2172,"['tentado', 'acosado', 'tallado', 'cercado']",rallado,sobrado,dirigí,4
27280,Spanish,gpt4,aplicado,ado,2172,"['liberado', 'colorado', 'estimado', 'enterado']",aplicado,colocado,cantando,8
27281,Spanish,gpt4,aplicó,ó,1832,"['afectó', 'enteró', 'escapó', 'esperó']",aplicó,cubrió,vestida,7
27282,Spanish,gpt4,apliquen,en,268,"['aguanten', 'obedecen', 'dediquen', 'alcancen']",apliquen,aprueben,cubrían,4
27283,Spanish,gpt4,visitado,ado,2172,"['planeado', 'moderado', 'avanzado', 'colorado']",visitado,colocado,reunirse,8
27284,Spanish,gpt4,visitas,as,300,"['cuentas', 'plantas', 'compras', 'novelas']",visitas,fuerzas,privada,9
27285,Spanish,gpt4,visitan,an,276,"['colocan', 'existan', 'compran', 'separan']",visitan,traigan,instala,7
27286,Spanish,gpt4,visitó,ó,1832,"['compró', 'invitó', 'generó', 'dedicó']",visitó,partió,haberme,8
27287,Spanish,gpt4,soldado,ado,2172,"['ocupado', 'llevado', 'cansado', 'quedado']",soldado,logrado,supongo,9
27288,Spanish,gpt4,creada,a,64,"['revela', 'obliga', 'consta', 'afecta']",creada,dedica,verás,9
27289,Spanish,gpt4,calentando,ando,4988,"['fomentando', 'gobernando', 'acumulando', 'planteando']",calentando,molestando,suministra,5
27290,Spanish,gpt4,calentado,ado,2172,"['asesorado', 'desafiado', 'adinerado', 'desmayado']",calentado,empedrado,confundes,1
27291,Spanish,gpt4,calentó,ó,1832,"['reclutó', 'murmuró', 'cautivó', 'suplicó']",calentó,escupió,subrayan,0
27292,Spanish,gpt4,dragado,ado,2172,"['bastado', 'instado', 'granado', 'opinado']",dragado,sesgado,armarse,0
27293,Spanish,gpt4,doctorado,ado,2172,"['entregado', 'comenzado', 'conectado', 'instalado']",doctorado,convocado,referirse,8
27294,Spanish,gpt4,tratando,ando,4988,"['llamando', 'contando', 'quedando', 'pensando']",tratando,hablando,uniforme,9
27295,Spanish,gpt4,tratado,ado,2172,"['soldado', 'llamado', 'privado', 'cuidado']",tratado,logrado,hacerle,9
27296,Spanish,gpt4,traté,é,978,"['llamé', 'conté', 'mandé', 'llevé']",traté,logré,duermo,7
27297,Spanish,gpt4,trató,ó,1832,"['ayudó', 'lanzó', 'pensó', 'llamó']",trató,salió,alerta,9
27298,Spanish,gpt4,trataran,an,276,"['llamaran', 'siembran', 'rescatan', 'quitaran']",trataran,cobraban,retoques,2
27299,Spanish,gpt4,plateado,ado,2172,"['plantado', 'refinado', 'admirado', 'blindado']",plateado,sangrado,romperse,5
27300,Spanish,gpt4,infectado,ado,2172,"['reformado', 'duplicado', 'ingresado', 'insultado']",infectado,unificado,motivados,5
27301,Spanish,gpt4,colorado,ado,2172,"['liberado', 'enterado', 'moderado', 'delegado']",colorado,colocado,tratamos,8
27302,Spanish,gpt4,ponderado,ado,2172,"['resignado', 'predicado', 'liquidado', 'penetrado']",ponderado,tripulado,estimadas,1
27303,Spanish,gpt4,manifestado,ado,2172,"['investigado', 'incorporado', 'concentrado', 'documentado']",manifestado,garantizado,entendiendo,7
27304,Spanish,gpt4,asientan,an,276,"['estallan', 'exageran', 'afrontan', 'aceleran']",asientan,desvían,afincado,1
27305,Spanish,gpt4,colaborado,ado,2172,"['aproximado', 'contestado', 'prolongado', 'alimentado']",colaborado,finalizado,aprendimos,6
27306,Spanish,gpt4,ampliando,ando,4988,"['golpeando', 'cocinando', 'acercando', 'limpiando']",ampliando,temblando,aprobaron,6
27307,Spanish,gpt4,templado,ado,2172,"['ajustado', 'ignorado', 'alterado', 'escapado']",templado,premiado,firmando,6
27308,Spanish,gpt4,refinado,ado,2172,"['blindado', 'plantado', 'admirado', 'modelado']",refinado,sangrado,reparten,5
27309,Spanish,gpt4,divorciado,ado,2172,"['adjudicado', 'encadenado', 'perturbado', 'encaminado']",divorciado,movilizado,desarmados,3
27310,Spanish,gpt4,preocupado,ado,2172,"['solicitado', 'contratado', 'confirmado', 'recuperado']",preocupado,autorizado,ofrecieron,8
